playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8470144,2019,Frans Nielsen,DET,C,other,60,1495,32,3.87,0.48,0.35,0.45,0.46,0.46,0.47,164,2.74,0.81,0.29,0.66,0.1,0.68,0.46,0.71,0.81,0.71,0,0,2,1,1,4,0,0,1,0,1,0,1,0,2,3,0,0,4,0,1,1,0,1,2,0,0.13,0.68,0,0,0,4,3,3,0,0.08,0.3,0.68,0.21,0.21,0.2,32,6,2,3,21,3,4,2,23,4,4,4696,0,0,0,0,12.01,3.31,3.19,3.31,3.19,10,7,6,23,2,3,0,8,3,6,0.35,0.32,2.64,1,0,1,23,17,17,0.27,1.01,1.01,2.5,2.5,2.48,13.25,3.6,3.56,3.6,3.56,15,5,8,28,2,2,0,11,4,5,0.44,0.39,2.77,0,0,2,28,20,20,0.3,0.35,0.35,3.42,3.42,3.41,6.52,12.14,66,77,0.04,0,1,0,1,0
8470144,2019,Frans Nielsen,DET,C,all,60,49209,1164,6.08,0.36,0.43,0.41,0.47,0.41,0.47,465,82.22,8.11,5.3,18.27,2.66,40.82,32.84,7.69,7.96,7.56,3,1,86,22,20,128,8,4,4,1,15,4,35,46,82,104,4,8,210,44,11,15,75,19,14,1.76,2.4,3.95,0,0,4,123.7,108,105.51,6,1.2,1.06,3,6.31,6.22,6.17,1164,108,194,203,659,163,155,143,703,210,247,168319,8,12,5,35,315.13,26.24,25.48,25.73,24.99,326,111,131,568,17,22,1,340,66,31,8.85,7.99,9.4,6,4,7,550.11,437,425.97,4.47,5.31,5.31,25.26,24.78,24.55,446.03,45.97,43.3,46.67,43.98,448,170,188,806,43,47,10,457,108,53,12.6,12.83,20.54,14,9,20,828.32,618,631.21,7.67,11.5,11.29,42.15,42.75,41.59,113.63,152.09,2336,2595,0,0,0,0,0,0
8470144,2019,Frans Nielsen,DET,C,5on5,60,38098,892,6.08,0.4,0.46,0.45,0.47,0.45,0.47,500,64.28,4.76,3.6,15.06,1.97,33.77,26.84,4.56,4.62,4.43,1,0,70,16,19,105,4,3,1,1,13,3,28,38,67,83,4,8,191,42,9,12,68,11,7,1.57,1.23,1.97,0,0,3,100.7,86,83.51,5,0.74,0.34,1.3,4.2,4.11,4.1,892,75,132,182,503,138,118,102,534,191,217,134796,8,10,4,29,254.39,17.59,17.14,17.09,16.66,270,84,106,460,10,14,1,292,43,19,7.32,5.07,5.21,4,2,4,442.11,354,342.97,3.19,3.02,3.29,17.43,16.94,16.84,309.54,26.85,25.84,27.55,26.52,313,115,138,566,25,30,6,326,72,30,9.43,8.48,8.94,10,7,8,588.32,428,441.21,4.28,6.93,6.77,24.3,24.89,24.52,81.38,94.2,1833,2074,1.19,1.6,31,24,25,19
8470144,2019,Frans Nielsen,DET,C,4on5,60,6208,163,6.48,0.08,0.08,0.08,0.14,0.09,0.16,178,5.78,0.89,0.48,0.76,0.25,1.5,3.13,0.86,0.89,0.86,1,0,6,1,0,7,2,1,1,0,1,0,0,4,5,6,0,0,6,2,1,1,3,1,3,0.1,0.12,0.66,0,0,1,7,7,7,1,0.11,0.23,0.23,0.77,0.77,0.77,163,2,56,10,95,8,27,26,102,6,11,11053,0,0,0,1,12.6,1.38,1.35,1.38,1.35,14,2,1,17,2,1,0,10,3,3,0.34,0.37,0.66,0,1,1,17,16,16,0.19,0.23,0.23,1.34,1.34,1.34,115.69,15.24,13.63,15.24,13.63,111,48,39,198,16,15,4,110,31,18,2.57,3.85,8.82,4,2,10,198,159,159,2.97,4.22,4.17,14.05,14.05,13.28,2.54,27.7,46,277,0,0,0,0,0,0
8470144,2019,Frans Nielsen,DET,C,5on4,60,3408,77,5.94,0.96,0.68,0.85,0.79,0.85,0.76,225,9.42,1.64,0.94,1.8,0.33,4.88,2.41,1.56,1.64,1.56,1,1,8,4,0,12,2,0,1,0,0,1,6,4,8,12,0,0,8,0,0,1,4,6,2,0.08,0.92,0.64,0,0,0,12,12,12,0,0.26,0.19,0.78,1.12,1.12,1.1,77,25,4,8,40,14,6,13,44,8,7,8478,0,2,1,3,36.14,3.95,3.8,3.95,3.8,32,18,18,68,3,4,0,30,17,3,0.84,2.23,0.88,1,1,1,68,50,50,0.81,1.05,0.78,3.98,3.98,3.88,6.2,0.16,0.15,0.16,0.15,8,1,3,12,0,0,0,9,0,0,0.16,0,0,0,0,0,12,9,9,0.06,0,0,0.21,0.21,0.21,10.68,4.92,193,50,0,0,0,1,0,0
8476981,2019,Josh Anderson,CBJ,R,other,26,888,17,4.35,0.67,0.51,0.28,0.46,0.3,0.53,51,2.25,1.03,0.11,0.23,0.05,0.92,0.66,1.03,1.03,1.03,1,0,3,0,0,3,1,0,0,0,0,0,0,3,3,3,0,0,0,1,1,0,1,1,1,0.02,0.09,0.92,0,0,0,3,3,3,0,0.03,0,0,1.06,1.06,1.06,17,4,1,3,9,3,1,3,10,0,0,2128,0,0,0,2,4.66,2.04,2.04,2.04,2.04,6,0,1,7,1,0,0,3,1,2,0.1,0.09,1.86,0,0,1,7,6,6,0.06,0,0,2.1,2.1,2.1,10.15,0.99,0.96,0.99,0.96,12,2,4,18,3,2,2,12,0,2,0.53,0,0.46,2,0,1,18,14,14,0.2,0.31,0.31,0.88,0.88,0.85,2.32,2.23,28,33,0,0,0,0,0,0
8476981,2019,Josh Anderson,CBJ,R,all,26,25104,539,6.92,0.51,0.53,0.48,0.5,0.5,0.53,143,61.59,6.61,4.36,13.3,1.78,32.07,24.86,6.46,6.57,6.41,2,1,63,20,15,98,4,1,4,1,12,1,27,38,62,82,7,17,7,68,9,12,57,19,7,1.79,2.42,2.41,0,0,1,97.01,83,82.31,4,0.94,0.92,0.74,6.82,6.76,6.64,539,100,86,93,260,81,69,95,294,7,12,69641,17,17,7,13,217.8,19.01,18.51,18.88,18.37,221,78,73,372,13,14,2,230,53,16,6.65,6.69,5.68,4,4,5,367.48,299,296.18,3.23,2.86,2.86,19.39,19.26,18.93,208.99,18.49,18.07,18.58,18.17,221,76,109,406,22,11,4,224,57,16,6.58,6.76,5.14,9,8,5,411.09,297,299.88,3.14,2.77,2.75,18.81,18.97,18.66,51.53,46.51,1056,1044,0,0,0,0,0,0
8476981,2019,Josh Anderson,CBJ,R,5on5,26,19274,405,6.92,0.52,0.54,0.49,0.5,0.51,0.52,164,48.01,4.58,3.34,11.16,1.41,25.51,18.99,4.49,4.53,4.45,1,1,51,14,15,80,3,1,4,1,11,1,21,27,50,64,7,17,5,64,7,9,46,14,5,1.45,1.88,1.26,0,0,1,79.01,65,64.31,3,0.69,0.92,0.74,4.53,4.48,4.43,405,67,42,81,215,67,56,74,208,5,10,55864,17,17,7,9,169.49,14.15,13.75,14.01,13.62,169,64,66,299,10,13,2,179,42,12,5.37,5.45,3.34,3,4,3,294.48,233,230.18,2.35,2.73,2.73,13.77,13.64,13.44,155.68,12.96,12.77,13.06,12.87,160,62,84,306,15,6,1,169,44,9,4.72,5.39,2.85,6,7,2,311.09,222,224.88,2.1,1.65,1.96,13.03,13.19,13.02,37.07,31.58,844,854,0.43,0.73,7,16,6,14
8476981,2019,Josh Anderson,CBJ,R,4on5,26,2352,63,6.35,0.18,0.15,0.17,0.18,0.22,0.18,66,4.72,0.58,0.26,0.53,0.12,1.35,3.16,0.57,0.58,0.57,0,0,3,3,0,6,0,0,0,0,0,0,2,4,3,6,0,0,2,2,0,1,3,2,1,0.16,0.2,0.23,0,0,0,6,6,6,1,0.06,0,0,0.64,0.64,0.63,63,0,43,1,19,4,7,7,45,2,1,4671,0,0,0,0,10.48,0.72,0.7,0.72,0.7,11,3,0,14,0,0,0,11,2,1,0.29,0.2,0.23,0,0,0,14,14,14,0.11,0,0,0.82,0.82,0.81,33.78,3.35,3.27,3.35,3.27,39,10,19,68,3,2,0,35,11,3,1.06,1.15,1.13,1,1,1,68,49,49,0.73,0.33,0,4.08,4.08,3.98,1.22,7.11,23,102,0.02,0,3,0,1,0
8476981,2019,Josh Anderson,CBJ,R,5on4,26,2590,54,6.28,0.65,0.83,0.8,0.86,0.81,0.84,107,6.6,0.42,0.65,1.39,0.21,4.29,2.04,0.36,0.42,0.36,0,0,6,3,0,9,0,0,0,0,1,0,4,4,6,9,0,0,0,1,0,1,7,2,0,0.16,0.26,0,0,0,0,9,9,9,0,0.16,0,0,0.58,0.58,0.51,54,29,0,8,17,7,5,11,31,0,1,4510,0,0,0,2,33.18,2.1,2.01,2.1,2.01,35,11,6,52,2,1,0,37,8,1,0.9,0.96,0.25,1,0,1,52,46,46,0.72,0.12,0.12,2.7,2.7,2.58,8.64,1.15,1.03,1.15,1.03,9,2,2,13,1,1,1,7,2,2,0.24,0.21,0.69,0,0,1,13,11,11,0.11,0.47,0.47,0.78,0.78,0.76,7.28,1.54,101,16,0,0,0,0,0,0
