,playerId,season,name,team,position,situation,games_played,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,penalties,I_F_penalityMinutes,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,Line_or_Pair
763,8479976,2022,Juuso Valimaki,ARI,D,all,78,18.18,96.07,6.18,6.18,11,19,194,34,4,8,0,23,49,53,17,49,114,18,3,3.2,2.12,0.86,2,2,0,135,2nd pair
764,8475784,2022,Jeff Skinner,BUF,L,all,79,17.4,245.03,30.53,20.08,30,17,433,82,35,29,6,13,29,21,41,46,205,96,29,7.68,11.94,10.91,12,14,9,330,1st line
765,8481524,2022,Bowen Byram,COL,D,all,42,21.88,68.22,6.45,4.5,8,6,140,24,10,5,2,16,38,82,13,20,77,12,6,2.49,1.35,2.61,4,2,4,95,1st pair
766,8478067,2022,Oskar Lindblom,SJS,L,all,73,10.57,71.51,7.67,5.29,4,5,133,15,6,7,1,9,18,64,15,13,66,27,7,2.31,3.45,1.91,0,6,0,100,3rd line
767,8476994,2022,Vinnie Hinostroza,BUF,C,all,26,12.6,40.46,2.77,2.39,5,4,75,11,2,1,0,3,6,1,8,7,48,6,1,1.73,0.65,0.39,1,1,0,55,3rd line
768,8476457,2022,Adam Larsson,SEA,D,all,82,23.64,142.51,6.94,8.02,12,13,299,33,8,12,0,23,47,222,32,30,191,11,6,3.83,1.4,1.72,3,3,2,208,1st pair
769,8479335,2022,Rasmus Asplund,NSH,C,all,46,10.96,51.31,5.85,3.4,2,4,76,8,2,5,1,2,4,23,8,4,37,24,7,0.96,2.81,2.08,0,1,1,68,3rd line
770,8477527,2022,Ross Johnston,NYI,L,all,16,7.8,3.21,0.34,0.24,2,0,7,2,0,1,0,9,27,34,1,1,3,2,0,0.1,0.23,0.0,0,0,0,5,3rd line
771,8480145,2022,Neal Pionk,WPG,D,all,82,21.94,151.23,7.0,8.39,7,16,296,33,10,7,0,19,44,169,29,51,203,7,5,4.51,0.81,1.68,6,2,2,215,1st pair
772,8475752,2022,Tyler Pitlick,STL,C,all,61,10.08,56.42,5.64,3.73,7,2,96,16,7,10,2,7,14,103,19,6,54,19,6,1.8,2.21,1.62,3,1,3,79,3rd line
773,8478911,2022,Matt Roy,LAK,D,all,82,18.78,127.67,7.4,7.56,7,10,251,26,9,5,1,11,22,119,7,45,170,12,5,3.84,1.5,2.06,3,4,2,187,2nd pair
