playerId,season,name,position,situation,games_played,icetime,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,I_F_xGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_points,I_F_goals,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_oZoneShiftStarts,penalityMinutes
8480955,2018,Bogdan Kiselevich,D,4on5,32,1519,0.46,0.29,0.35,0,0,0,1,0,0,2,0,0,0,0
8480955,2018,Bogdan Kiselevich,D,5on4,32,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8479365,2018,Trent Frederic,C,other,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479365,2018,Trent Frederic,C,all,15,8411,0.43,0.49,0.47,1.41,0,0,24,0,0,18,5,2,19,5
8479365,2018,Trent Frederic,C,5on5,15,8015,0.43,0.49,0.48,1.4,0,0,23,0,0,18,5,2,18,5
8479365,2018,Trent Frederic,C,4on5,15,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479365,2018,Trent Frederic,C,5on4,15,305,0.65,0.5,0.44,0.01,0,0,1,0,0,0,0,0,1,0
8479318,2018,Auston Matthews,C,other,68,3727,0.55,0.62,0.63,2.6,3,2,35,6,1,0,3,3,16,0
8479318,2018,Auston Matthews,C,all,68,75671,0.58,0.59,0.58,30.55,23,13,449,73,37,28,57,67,366,12
8479318,2018,Auston Matthews,C,5on5,68,61765,0.51,0.53,0.52,20.07,16,9,323,48,23,25,48,55,254,12
8479318,2018,Auston Matthews,C,4on5,68,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8479318,2018,Auston Matthews,C,5on4,68,10091,0.87,0.89,0.88,7.68,4,2,90,18,12,3,6,9,95,0
8480839,2018,Rasmus Dahlin,D,other,82,4408,0.43,0.68,0.68,0.58,0,2,21,2,0,1,2,7,16,0
8480839,2018,Rasmus Dahlin,D,all,82,103886,0.56,0.57,0.57,8.63,13,20,306,42,9,97,38,79,363,34
8480839,2018,Rasmus Dahlin,D,5on5,82,85376,0.51,0.52,0.52,5.16,6,12,222,22,4,91,33,63,242,34
8480839,2018,Rasmus Dahlin,D,4on5,82,780,0.07,0.07,0.08,0,0,0,0,0,0,0,0,1,2,0
8480839,2018,Rasmus Dahlin,D,5on4,82,13322,0.88,0.87,0.85,2.71,7,6,60,18,5,4,2,7,103,0
8471426,2018,Troy Brouwer,R,other,75,976,0.35,0.22,0.2,0.56,0,0,1,1,1,0,0,2,3,0
8471426,2018,Troy Brouwer,R,all,75,57069,0.44,0.44,0.45,8.39,8,1,136,21,12,176,23,44,135,35
8471426,2018,Troy Brouwer,R,5on5,75,47738,0.49,0.48,0.49,7.12,8,1,124,19,10,165,17,34,114,35
8471426,2018,Troy Brouwer,R,4on5,75,7142,0.13,0.17,0.19,0.51,0,0,8,1,1,9,6,8,8,0
8471426,2018,Troy Brouwer,R,5on4,75,1213,0.81,0.81,0.78,0.21,0,0,3,0,0,2,0,0,10,0
8470144,2018,Frans Nielsen,C,other,72,3341,0.33,0.52,0.51,0.36,0,1,7,1,0,1,0,2,20,0
8470144,2018,Frans Nielsen,C,all,72,71974,0.46,0.47,0.47,9.07,10,14,185,34,10,79,18,35,301,14
8470144,2018,Frans Nielsen,C,5on5,72,53874,0.44,0.45,0.44,7.23,4,10,144,24,10,75,16,26,186,12
8470144,2018,Frans Nielsen,C,4on5,72,5619,0.08,0.13,0.14,0.18,1,0,6,1,0,3,1,2,2,0
8470144,2018,Frans Nielsen,C,5on4,72,9140,0.85,0.84,0.82,1.06,4,3,25,7,0,0,1,5,93,2
8471702,2018,Matt Niskanen,D,other,80,3505,0.47,0.37,0.38,0.15,0,1,8,1,0,4,0,4,3,4
8471702,2018,Matt Niskanen,D,all,80,105219,0.4,0.44,0.44,4.78,8,9,256,25,8,167,40,73,181,41
8471702,2018,Matt Niskanen,D,5on5,80,86398,0.45,0.47,0.47,3.58,7,7,224,20,6,144,31,59,151,37
8471702,2018,Matt Niskanen,D,4on5,80,12624,0.05,0.13,0.15,0.06,1,0,8,1,0,18,9,8,3,0
8471702,2018,Matt Niskanen,D,5on4,80,2692,0.96,0.85,0.87,0.58,0,1,15,2,1,1,0,2,24,0
8477205,2018,Andrej Sustr,D,other,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477205,2018,Andrej Sustr,D,all,5,3612,0.24,0.4,0.39,0.08,0,0,9,0,0,3,0,0,6,6
8477205,2018,Andrej Sustr,D,5on5,5,3516,0.27,0.4,0.39,0.08,0,0,9,0,0,3,0,0,5,6
8477205,2018,Andrej Sustr,D,4on5,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477205,2018,Andrej Sustr,D,5on4,5,43,0.83,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0
8476381,2018,Andrew Shaw,R,other,63,1439,0.28,0.57,0.55,0.11,2,0,2,2,0,2,1,1,8,0
8476381,2018,Andrew Shaw,R,all,63,60132,0.52,0.55,0.55,18.24,18,10,223,47,19,128,16,24,167,41
8476381,2018,Andrew Shaw,R,5on5,63,48381,0.53,0.52,0.52,14.04,14,9,191,39,16,121,12,21,125,37
8476381,2018,Andrew Shaw,R,4on5,63,2666,0.01,0.1,0.13,0,0,0,1,0,0,0,2,0,1,0
8476381,2018,Andrew Shaw,R,5on4,63,7646,0.82,0.85,0.83,4.08,2,1,29,6,3,5,1,2,33,4
8475738,2018,Jordan Weal,C,other,63,1722,0.62,0.55,0.56,0.94,1,0,8,3,2,0,0,2,8,0
8475738,2018,Jordan Weal,C,all,63,50808,0.59,0.56,0.55,7.51,8,5,137,21,8,28,19,19,170,18
8475738,2018,Jordan Weal,C,5on5,63,45118,0.56,0.54,0.53,5.72,5,3,108,12,4,28,19,15,131,16
8475738,2018,Jordan Weal,C,4on5,63,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8475738,2018,Jordan Weal,C,5on4,63,3946,0.83,0.84,0.81,0.85,2,2,21,6,2,0,0,2,30,2
8476869,2018,Brady Skjei,D,other,78,3977,0.5,0.44,0.45,0.61,1,2,18,5,2,8,2,3,12,2
8476869,2018,Brady Skjei,D,all,78,99295,0.44,0.43,0.44,5.65,9,8,229,25,8,178,32,68,170,44
8476869,2018,Brady Skjei,D,5on5,78,84420,0.46,0.46,0.46,4.83,8,5,203,19,6,155,27,54,144,38
8476869,2018,Brady Skjei,D,4on5,78,9883,0.2,0.17,0.2,0.17,0,1,5,1,0,15,3,7,4,4
8476869,2018,Brady Skjei,D,5on4,78,1015,0.91,0.7,0.67,0.01,0,0,2,0,0,0,0,4,10,0
8470622,2018,Patrick Eaves,R,other,7,96,0.08,0.33,0.33,0,0,0,0,0,0,0,0,0,1,0
8470622,2018,Patrick Eaves,R,all,7,5829,0.38,0.44,0.44,1.07,0,0,12,0,0,14,1,3,26,4
8470622,2018,Patrick Eaves,R,5on5,7,5094,0.36,0.4,0.41,0.97,0,0,11,0,0,13,1,3,20,4
8470622,2018,Patrick Eaves,R,4on5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470622,2018,Patrick Eaves,R,5on4,7,634,0.87,0.92,0.91,0.1,0,0,1,0,0,1,0,0,5,0
8479410,2018,Mikhail Sergachev,D,other,75,3011,0.43,0.41,0.4,0.5,0,0,9,1,1,3,0,2,11,2
8479410,2018,Mikhail Sergachev,D,all,75,80642,0.54,0.55,0.55,6.37,15,11,270,32,6,97,18,50,224,28
8479410,2018,Mikhail Sergachev,D,5on5,75,70480,0.53,0.54,0.53,4.97,12,9,224,26,5,90,16,42,171,22
8479410,2018,Mikhail Sergachev,D,4on5,75,828,0.09,0.19,0.2,0,0,0,0,0,0,1,0,0,1,0
8479410,2018,Mikhail Sergachev,D,5on4,75,6323,0.8,0.85,0.84,0.85,3,2,36,5,0,3,2,6,41,4
8474628,2018,Michael Stone,D,other,14,112,0.81,0.33,0.5,0,1,0,0,1,0,0,0,0,0,0
8474628,2018,Michael Stone,D,all,14,13386,0.39,0.49,0.47,0.39,2,3,49,5,0,27,6,6,34,10
8474628,2018,Michael Stone,D,5on5,14,11394,0.43,0.52,0.5,0.38,1,3,47,4,0,25,5,6,29,8
8474628,2018,Michael Stone,D,4on5,14,1455,0.17,0.12,0.14,0,0,0,0,0,0,2,1,0,1,2
8474628,2018,Michael Stone,D,5on4,14,425,0.96,0.88,0.86,0.01,0,0,2,0,0,0,0,0,4,0
8475455,2018,Brenden Dillon,D,other,82,2935,0.44,0.38,0.43,0,0,0,0,0,0,4,0,1,4,0
8475455,2018,Brenden Dillon,D,all,82,87231,0.55,0.55,0.56,2.36,11,10,181,22,1,199,16,38,135,51
8475455,2018,Brenden Dillon,D,5on5,82,78817,0.58,0.57,0.58,2.34,11,10,180,21,0,191,14,35,129,51
8475455,2018,Brenden Dillon,D,4on5,82,5262,0.24,0.22,0.25,0.01,0,0,1,1,1,3,2,2,1,0
8475455,2018,Brenden Dillon,D,5on4,82,217,1,1,1,0,0,0,0,0,0,1,0,0,1,0
8474230,2018,Micheal Haley,C,other,43,160,0.97,0.33,0.75,0.9,0,2,1,3,1,0,0,0,0,0
8474230,2018,Micheal Haley,C,all,43,20875,0.55,0.49,0.51,5.05,2,2,71,6,2,76,3,15,50,45
8474230,2018,Micheal Haley,C,5on5,43,20615,0.51,0.49,0.5,3.88,2,0,68,3,1,75,3,15,50,45
8474230,2018,Micheal Haley,C,4on5,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474230,2018,Micheal Haley,C,5on4,43,69,1,1,1,0.26,0,0,2,0,0,0,0,0,0,0
8478425,2018,Brendan Guhle,D,other,8,186,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8478425,2018,Brendan Guhle,D,all,8,7161,0.48,0.53,0.52,0.85,1,0,29,1,0,9,1,1,25,4
8478425,2018,Brendan Guhle,D,5on5,8,6510,0.49,0.51,0.5,0.73,1,0,25,1,0,9,1,0,21,4
8478425,2018,Brendan Guhle,D,4on5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478425,2018,Brendan Guhle,D,5on4,8,461,0.81,0.86,0.78,0.12,0,0,4,0,0,0,0,1,3,0
8476439,2018,Brett Ritchie,R,other,53,475,0.18,0.23,0.27,0.07,0,0,1,0,0,0,0,0,0,5
8476439,2018,Brett Ritchie,R,all,53,30549,0.45,0.47,0.47,4.74,0,2,106,6,4,126,7,12,92,47
8476439,2018,Brett Ritchie,R,5on5,53,27970,0.44,0.46,0.45,4.5,0,2,97,5,3,124,7,10,66,33
8476439,2018,Brett Ritchie,R,4on5,53,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8476439,2018,Brett Ritchie,R,5on4,53,2078,0.65,0.78,0.73,0.17,0,0,8,1,1,2,0,2,25,9
8477320,2018,Anton Blidh,L,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477320,2018,Anton Blidh,L,all,1,826,0.41,0.53,0.6,0,0,0,0,0,0,6,1,0,1,0
8477320,2018,Anton Blidh,L,5on5,1,740,0.41,0.5,0.56,0,0,0,0,0,0,5,1,0,1,0
8477320,2018,Anton Blidh,L,4on5,1,86,1,1,1,0,0,0,0,0,0,1,0,0,0,0
8477320,2018,Anton Blidh,L,5on4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473492,2018,Matt Beleskey,L,other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473492,2018,Matt Beleskey,L,all,4,1769,0.34,0.37,0.34,0.19,0,0,6,1,1,7,0,2,2,5
8473492,2018,Matt Beleskey,L,5on5,4,1769,0.34,0.37,0.34,0.19,0,0,6,1,1,7,0,2,2,5
8473492,2018,Matt Beleskey,L,4on5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473492,2018,Matt Beleskey,L,5on4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473463,2018,Leo Komarov,R,other,82,2447,0.74,0.32,0.32,1.9,0,0,7,2,2,3,0,0,3,0
8473463,2018,Leo Komarov,R,all,82,68221,0.42,0.4,0.4,9.56,11,10,141,26,5,203,28,26,138,42
8473463,2018,Leo Komarov,R,5on5,82,57418,0.47,0.45,0.45,6.85,11,10,119,24,3,184,26,24,129,32
8473463,2018,Leo Komarov,R,4on5,82,8006,0.08,0.11,0.12,0.76,0,0,14,0,0,16,2,2,2,10
8473463,2018,Leo Komarov,R,5on4,82,350,0.68,0.67,0.5,0.05,0,0,1,0,0,0,0,0,4,0
8477942,2018,Kevin Fiala,L,other,83,3649,0.34,0.79,0.76,0.44,0,1,12,2,1,0,1,3,30,0
8477942,2018,Kevin Fiala,L,all,83,77812,0.53,0.57,0.57,18.99,15,10,316,38,13,42,44,68,377,36
8477942,2018,Kevin Fiala,L,5on5,83,63994,0.5,0.52,0.52,14.7,13,3,252,26,10,39,41,50,245,34
8477942,2018,Kevin Fiala,L,4on5,83,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477942,2018,Kevin Fiala,L,5on4,83,10105,0.83,0.87,0.84,3.84,2,6,52,10,2,3,2,15,102,2
8478073,2018,Anton Lindholm,D,other,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478073,2018,Anton Lindholm,D,all,2,861,0.61,0.52,0.54,0.04,0,0,2,0,0,1,0,0,0,0
8478073,2018,Anton Lindholm,D,5on5,2,761,0.62,0.53,0.56,0.04,0,0,2,0,0,1,0,0,0,0
8478073,2018,Anton Lindholm,D,4on5,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478073,2018,Anton Lindholm,D,5on4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476436,2018,Dmitrij Jaskin,R,other,37,108,0.1,0.5,0.4,0,0,0,0,0,0,2,0,0,0,0
8476436,2018,Dmitrij Jaskin,R,all,37,22390,0.47,0.51,0.5,4.98,1,5,92,8,2,87,13,6,51,6
8476436,2018,Dmitrij Jaskin,R,5on5,37,21737,0.49,0.51,0.51,4.84,1,5,90,8,2,83,12,6,48,6
8476436,2018,Dmitrij Jaskin,R,4on5,37,505,0.3,0.17,0.22,0.14,0,0,2,0,0,1,1,0,1,0
8476436,2018,Dmitrij Jaskin,R,5on4,37,40,0,1,0,0,0,0,0,0,0,1,0,0,2,0
8477462,2018,Robert Hagg,D,other,82,3114,0.55,0.3,0.3,0.11,1,0,5,2,1,2,0,0,6,2
8477462,2018,Robert Hagg,D,all,82,83252,0.4,0.41,0.43,4.29,10,4,198,19,5,258,4,39,182,53
8477462,2018,Robert Hagg,D,5on5,82,71919,0.44,0.45,0.46,4.13,9,4,189,17,4,236,4,39,169,42
8477462,2018,Robert Hagg,D,4on5,82,7964,0.11,0.13,0.15,0,0,0,3,0,0,19,0,0,4,9
8477462,2018,Robert Hagg,D,5on4,82,255,0.74,0.5,0.5,0.04,0,0,1,0,0,0,0,0,3,0
8476393,2018,Nick Cousins,C,other,81,1939,0.55,0.6,0.54,1.14,3,0,6,3,0,2,2,0,6,0
8476393,2018,Nick Cousins,C,all,81,65943,0.53,0.52,0.53,13.47,12,8,235,27,7,115,39,22,214,35
8476393,2018,Nick Cousins,C,5on5,81,59936,0.5,0.5,0.51,11.35,7,8,216,21,6,109,36,18,175,33
8476393,2018,Nick Cousins,C,4on5,81,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476393,2018,Nick Cousins,C,5on4,81,4017,0.82,0.85,0.82,0.97,2,0,12,3,1,4,1,4,33,0
8475728,2018,Johan Larsson,C,other,73,1287,0.62,0.2,0.24,2.26,0,0,6,0,0,1,0,0,0,2
8475728,2018,Johan Larsson,C,all,73,62538,0.4,0.43,0.43,8.84,4,5,160,15,6,112,29,22,62,35
8475728,2018,Johan Larsson,C,5on5,73,50982,0.48,0.5,0.49,5.84,4,5,144,14,5,106,25,19,57,33
8475728,2018,Johan Larsson,C,4on5,73,10019,0.09,0.1,0.11,0.73,0,0,9,1,1,5,4,3,3,0
8475728,2018,Johan Larsson,C,5on4,73,250,0.88,0.83,0.5,0.01,0,0,1,0,0,0,0,0,2,0
8477476,2018,Artturi Lehkonen,L,other,82,2892,0.64,0.52,0.56,1.84,1,0,9,1,0,2,1,1,11,0
8477476,2018,Artturi Lehkonen,L,all,82,76488,0.49,0.48,0.48,18.22,14,7,292,33,12,119,46,28,234,32
8477476,2018,Artturi Lehkonen,L,5on5,82,60273,0.55,0.54,0.53,14.1,13,7,251,32,12,107,28,22,199,30
8477476,2018,Artturi Lehkonen,L,4on5,82,10744,0.11,0.13,0.15,1.27,0,0,17,0,0,10,17,5,4,2
8477476,2018,Artturi Lehkonen,L,5on4,82,2579,0.79,0.85,0.81,0.97,0,0,14,0,0,0,0,0,20,0
8471675,2018,Sidney Crosby,C,other,79,6287,0.5,0.49,0.48,3.92,5,0,23,9,4,2,2,7,15,0
8471675,2018,Sidney Crosby,C,all,79,99481,0.61,0.57,0.57,31.56,49,17,348,101,35,85,54,67,431,26
8471675,2018,Sidney Crosby,C,5on5,79,76523,0.57,0.55,0.55,18.51,31,11,255,62,20,82,45,47,288,24
8471675,2018,Sidney Crosby,C,4on5,79,2383,0.32,0.19,0.25,0.68,1,0,4,1,0,1,3,1,2,0
8471675,2018,Sidney Crosby,C,5on4,79,14288,0.88,0.83,0.79,8.31,11,6,62,28,11,0,4,12,126,2
8478233,2018,Andrew Mangiapane,L,other,44,273,0.2,0.33,0.38,0,0,0,0,0,0,0,0,0,2,0
8478233,2018,Andrew Mangiapane,L,all,44,27747,0.58,0.55,0.56,6.88,3,2,97,13,8,43,16,11,99,12
8478233,2018,Andrew Mangiapane,L,5on5,44,26164,0.59,0.55,0.55,6.8,3,2,92,13,8,42,16,11,88,10
8478233,2018,Andrew Mangiapane,L,4on5,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478233,2018,Andrew Mangiapane,L,5on4,44,1215,0.94,0.89,0.95,0.08,0,0,5,0,0,1,0,0,9,2
8477501,2018,Valeri Nichushkin,R,other,57,651,0.7,0.58,0.53,0.04,0,1,2,1,0,0,0,0,1,0
8477501,2018,Valeri Nichushkin,R,all,57,40700,0.54,0.49,0.5,5.52,3,7,109,10,0,71,24,30,101,0
8477501,2018,Valeri Nichushkin,R,5on5,57,37863,0.51,0.49,0.49,5.44,3,6,104,9,0,70,24,30,95,0
8477501,2018,Valeri Nichushkin,R,4on5,57,1013,0.53,0.28,0.29,0.05,0,0,2,0,0,0,0,0,1,0
8477501,2018,Valeri Nichushkin,R,5on4,57,1173,0.76,0.76,0.76,0,0,0,1,0,0,0,0,0,4,0
8474066,2018,Thomas Hickey,D,other,40,1861,0.58,0.41,0.43,0.09,0,0,3,0,0,0,0,0,0,0
8474066,2018,Thomas Hickey,D,all,40,44380,0.43,0.43,0.43,1.64,2,0,110,2,0,40,9,27,90,33
8474066,2018,Thomas Hickey,D,5on5,40,37468,0.5,0.48,0.48,1.54,2,0,104,2,0,37,9,24,87,31
8474066,2018,Thomas Hickey,D,4on5,40,4896,0.06,0.09,0.1,0.01,0,0,3,0,0,3,0,3,2,2
8474066,2018,Thomas Hickey,D,5on4,40,155,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8475167,2018,Victor Hedman,D,other,70,4453,0.57,0.46,0.51,1.28,0,5,18,7,2,0,0,2,15,0
8475167,2018,Victor Hedman,D,all,70,95619,0.59,0.54,0.54,10.88,21,21,328,54,12,59,32,50,319,44
8475167,2018,Victor Hedman,D,5on5,70,69355,0.54,0.53,0.52,7.67,7,6,252,21,8,55,23,31,195,38
8475167,2018,Victor Hedman,D,4on5,70,8367,0.18,0.14,0.17,0.15,1,0,7,1,0,4,6,5,0,2
8475167,2018,Victor Hedman,D,5on4,70,13444,0.92,0.86,0.84,1.59,13,10,46,25,2,0,1,12,109,2
8474061,2018,Anthony Peluso,R,other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474061,2018,Anthony Peluso,R,all,4,987,0.33,0.48,0.44,0.01,0,0,1,0,0,4,2,1,1,7
8474061,2018,Anthony Peluso,R,5on5,4,987,0.5,0.5,0.47,0.01,0,0,1,0,0,4,2,1,1,7
8474061,2018,Anthony Peluso,R,4on5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474061,2018,Anthony Peluso,R,5on4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468508,2018,Justin Williams,R,other,82,3801,0.56,0.72,0.7,4.64,2,1,29,6,3,1,4,0,14,2
8468508,2018,Justin Williams,R,all,82,85752,0.65,0.63,0.62,28.96,18,12,378,53,23,55,63,88,347,44
8468508,2018,Justin Williams,R,5on5,82,69529,0.59,0.58,0.57,17.12,13,9,281,34,12,53,51,73,234,34
8468508,2018,Justin Williams,R,4on5,82,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468508,2018,Justin Williams,R,5on4,82,12332,0.91,0.88,0.85,7.21,3,2,68,13,8,1,8,15,99,8
8477244,2018,Chad Ruhwedel,D,other,18,560,0.01,0.08,0.09,0,0,0,0,0,0,2,0,0,1,0
8477244,2018,Chad Ruhwedel,D,all,18,17580,0.46,0.48,0.48,0.54,0,1,46,2,1,40,7,10,36,4
8477244,2018,Chad Ruhwedel,D,5on5,18,15582,0.57,0.53,0.53,0.54,0,1,45,2,1,33,7,10,32,4
8477244,2018,Chad Ruhwedel,D,4on5,18,1344,0.15,0.14,0.18,0,0,0,1,0,0,5,0,0,1,0
8477244,2018,Chad Ruhwedel,D,5on4,18,94,1,1,1,0,0,0,0,0,0,0,0,0,2,0
8474818,2018,Jordie Benn,D,other,81,2635,0.71,0.29,0.32,0.86,0,0,5,2,2,2,0,1,2,0
8474818,2018,Jordie Benn,D,all,81,88382,0.47,0.48,0.47,3.01,6,11,198,22,5,124,19,71,171,39
8474818,2018,Jordie Benn,D,5on5,81,72762,0.54,0.54,0.53,2.08,6,11,181,20,3,114,12,62,165,29
8474818,2018,Jordie Benn,D,4on5,81,12869,0.12,0.15,0.17,0.08,0,0,12,0,0,8,7,8,2,10
8474818,2018,Jordie Benn,D,5on4,81,116,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8475462,2018,Radko Gudas,D,other,77,2954,0.52,0.21,0.2,0.05,0,2,2,3,1,3,0,0,7,0
8475462,2018,Radko Gudas,D,all,77,82376,0.43,0.44,0.45,3.73,7,9,291,20,4,255,23,58,160,59
8475462,2018,Radko Gudas,D,5on5,77,68168,0.5,0.49,0.5,3.36,7,7,278,17,3,237,20,47,147,51
8475462,2018,Radko Gudas,D,4on5,77,11172,0.14,0.15,0.18,0.32,0,0,11,0,0,15,3,11,3,8
8475462,2018,Radko Gudas,D,5on4,77,82,0.79,0.5,0.5,0,0,0,0,0,0,0,0,0,3,0
8477046,2018,Joakim Ryan,D,other,44,425,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
8477046,2018,Joakim Ryan,D,all,44,33731,0.54,0.55,0.55,1.05,0,7,81,7,0,43,11,9,86,10
8477046,2018,Joakim Ryan,D,5on5,44,32592,0.54,0.55,0.55,1.05,0,7,81,7,0,42,11,9,86,10
8477046,2018,Joakim Ryan,D,4on5,44,618,0.61,0.67,0.57,0,0,0,0,0,0,1,0,0,0,0
8477046,2018,Joakim Ryan,D,5on4,44,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477406,2018,Mattias Janmark,C,other,81,2532,0.47,0.57,0.55,1.75,1,1,12,2,0,1,2,1,7,0
8477406,2018,Mattias Janmark,C,all,81,73841,0.46,0.46,0.46,11.94,13,5,176,25,7,28,30,36,179,24
8477406,2018,Mattias Janmark,C,5on5,81,62682,0.51,0.48,0.48,9.43,11,3,157,21,7,24,27,34,163,24
8477406,2018,Mattias Janmark,C,4on5,81,7064,0.15,0.13,0.15,0.63,1,0,6,1,0,3,1,1,1,0
8477406,2018,Mattias Janmark,C,5on4,81,1563,0.89,0.82,0.78,0.13,0,1,1,1,0,0,0,0,8,0
8473991,2018,Karl Alzner,D,other,9,182,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8473991,2018,Karl Alzner,D,all,9,9342,0.38,0.49,0.46,0.15,1,0,19,1,0,13,1,6,24,2
8473991,2018,Karl Alzner,D,5on5,9,7996,0.49,0.53,0.49,0.13,1,0,18,1,0,12,1,6,22,2
8473991,2018,Karl Alzner,D,4on5,9,1144,0.05,0.22,0.27,0.03,0,0,1,0,0,0,0,0,0,0
8473991,2018,Karl Alzner,D,5on4,9,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0
8480830,2018,Andrei Svechnikov,R,other,82,2297,0.56,0.59,0.59,4.56,0,1,24,7,6,2,2,0,12,2
8480830,2018,Andrei Svechnikov,R,all,82,72141,0.61,0.6,0.6,24.19,8,9,310,37,20,123,34,63,283,62
8480830,2018,Andrei Svechnikov,R,5on5,82,60837,0.58,0.56,0.57,16.58,3,8,248,24,13,119,32,55,192,54
8480830,2018,Andrei Svechnikov,R,4on5,82,71,1,1,1,0,0,0,0,0,0,0,0,0,1,0
8480830,2018,Andrei Svechnikov,R,5on4,82,8936,0.81,0.85,0.81,3,5,0,36,5,0,2,0,8,78,4
8476441,2018,Joel Edmundson,D,other,64,3967,0.64,0.42,0.47,0.79,1,0,12,1,0,3,0,1,11,0
8476441,2018,Joel Edmundson,D,all,64,73864,0.48,0.47,0.48,4.22,8,1,201,11,2,128,9,41,157,68
8476441,2018,Joel Edmundson,D,5on5,64,62106,0.51,0.51,0.51,3.1,7,1,181,10,2,117,7,33,137,66
8476441,2018,Joel Edmundson,D,4on5,64,7338,0.13,0.14,0.17,0.09,0,0,7,0,0,8,2,7,3,2
8476441,2018,Joel Edmundson,D,5on4,64,453,0.88,0.88,0.83,0.23,0,0,1,0,0,0,0,0,6,0
8475166,2018,John Tavares,C,other,82,5532,0.58,0.58,0.56,2.46,3,2,24,11,6,3,2,2,21,0
