,playerId,season,name,team,position,situation,games_played,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,penalties,I_F_penalityMinutes,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,Line_or_Pair
531,8478495,2023,Denis Gurianov,NSH,R,all,1,14.45,2.27,0.21,0.13,0,0,3,0,0,0,0,0,1,0,0,2,1,0,0.08,0.13,0.0,0,0,0,3,2nd line
532,8471218,2023,Blake Wheeler,NYR,R,all,39,12.77564103,59.3,6.43,4.07,4,6,101,15,5,3,8,19,19,10,16,62,12,9,2.0,1.41,3.02,2,1,2,83,3rd line
533,8484325,2023,Waltteri Merela,TBL,C,all,14,10.58095238,13.41,1.6,1.02,0,0,27,0,0,1,2,4,18,2,2,11,5,2,0.34,0.67,0.6,0,0,0,18,1st line
534,8477244,2023,Chad Ruhwedel,PIT,D,all,25,12.39266667,16.78,0.55,0.86,0,1,47,2,1,1,1,2,31,5,3,24,0,0,0.55,0.0,0.0,1,0,0,24,1st line
535,8474586,2023,Jordan Eberle,SEA,R,all,35,17.42857143,87.42,9.53,6.79,8,6,147,18,4,9,3,9,11,28,9,66,39,10,1.83,4.63,3.08,0,3,1,115,1st line
536,8478109,2023,Victor Olofsson,BUF,L,all,31,11.97688172,47.31,3.71,3.26,2,6,84,12,4,2,2,4,10,10,3,46,15,3,1.16,1.82,0.73,2,2,0,64,1st pair
537,8475744,2023,Evgeny Kuznetsov,WSH,C,all,34,19.33529412,57.66,5.86,4.08,5,2,110,13,6,6,12,24,5,16,25,62,14,6,2.01,1.53,2.32,3,1,2,82,2nd line
538,8477950,2023,Tony DeAngelo,CAR,D,all,21,14.25238095,29.37,1.04,1.72,4,3,66,9,2,2,2,4,2,6,8,40,1,0,0.85,0.19,0.0,2,0,0,41,1st line
539,8480289,2023,Morgan Barron,WPG,C,all,39,11.12222222,46.86,5.44,2.97,0,4,82,12,8,3,4,8,38,14,5,46,13,6,1.3,1.81,2.33,2,2,4,65,3rd pair
540,8483398,2023,Declan Carlile,TBL,D,all,1,11.45,0.64,0.03,0.04,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.03,0.0,0.0,0,0,0,1,3rd pair
541,8471709,2023,Marc-Edouard Vlasic,SJS,D,all,19,13.75877193,15.33,0.6,0.93,1,0,32,1,0,3,3,6,11,3,8,21,1,0,0.45,0.15,0.0,0,0,0,22,1st line
542,8481641,2023,Joel Kiviranta,COL,L,all,26,10.10705128,20.02,2.75,1.45,2,1,38,5,2,2,3,6,35,9,2,13,9,4,0.41,1.2,1.14,1,0,1,26,3rd pair
543,8476882,2023,Teuvo Teravainen,CAR,L,all,40,17.0275,85.19,8.84,5.67,4,4,150,22,14,8,1,2,7,16,17,86,20,10,2.64,2.53,3.67,6,5,3,116,1st line
544,8474037,2023,James van Riemsdyk,BOS,L,all,35,13.76,73.35,11.92,6.94,13,5,113,25,7,14,3,6,10,2,6,49,31,18,1.41,4.27,6.23,0,3,4,98,1st line
545,8482511,2023,Mason Lohrei,BOS,D,all,22,16.85606061,25.31,1.52,1.62,1,2,61,6,3,4,7,14,14,5,13,34,1,2,0.7,0.15,0.66,2,1,0,37,2nd pair
546,8483567,2023,Georgii Merkulov,BOS,C,all,4,10.57916667,2.29,0.25,0.18,0,0,7,0,0,0,0,0,2,0,0,2,1,0,0.09,0.16,0.0,0,0,0,3,3rd line
547,8477335,2023,Kyle Burroughs,SJS,D,all,36,19.34398148,41.75,1.47,2.15,2,2,99,4,0,2,15,36,87,15,5,57,2,0,1.22,0.26,0.0,0,0,0,59,1st line
548,8476854,2023,Hampus Lindholm,BOS,D,all,39,23.98632479,58.21,3.86,3.59,4,8,134,13,1,5,15,30,10,10,23,74,5,4,1.75,0.82,1.3,0,0,1,83,3rd pair
549,8481606,2023,Jordan Spence,LAK,D,all,34,15.17794118,41.94,2.06,2.69,6,6,121,12,0,4,1,2,31,5,14,56,5,0,1.46,0.6,0.0,0,0,0,61,3rd pair
550,8479442,2023,Troy Stecher,ARI,D,all,36,19.06064815,39.27,2.35,2.33,2,1,104,4,1,3,8,16,33,8,17,50,5,1,1.21,0.71,0.43,0,1,0,56,1st line
551,8478104,2023,Sammy Blais,STL,L,all,31,10.12365591,21.68,2.03,1.74,5,1,39,7,1,4,5,10,88,7,12,17,11,0,0.64,1.39,0.0,0,1,0,28,1st line
552,8479981,2023,Jonah Gadjovich,FLA,L,all,11,6.522727272999999,11.92,1.63,0.85,1,0,21,1,0,3,6,23,12,0,0,9,5,2,0.29,0.81,0.53,0,0,0,16,2nd line
553,8478055,2023,Gustav Forsling,FLA,D,all,39,22.25128205,80.16,4.25,4.49,8,3,199,16,5,9,10,23,40,20,20,108,2,5,2.3,0.23,1.72,4,0,1,115,1st line
554,8480806,2023,Isac Lundestrom,ANA,C,all,3,12.09444444,4.22,0.6,0.32,0,0,7,0,0,2,0,0,0,1,1,2,2,1,0.07,0.22,0.31,0,0,0,5,1st pair
555,8475172,2023,Nazem Kadri,CGY,C,all,40,18.22541667,138.29,14.81,9.56,11,6,253,30,13,10,10,23,28,25,32,139,29,19,3.98,3.74,7.1,5,3,5,187,2nd pair
556,8480192,2023,Johnathan Kovacevic,MTL,D,all,36,17.20509259,32.56,2.53,1.85,2,0,90,7,5,4,9,18,29,4,27,36,5,4,0.7,0.74,1.09,4,0,1,45,3rd line
557,8476419,2023,Jean-Gabriel Pageau,NYI,C,all,39,15.67136752,54.78,7.0,3.67,8,5,92,17,4,5,3,6,76,14,17,48,16,10,1.38,2.19,3.43,0,2,2,74,3rd line
558,8476329,2023,Travis Boyd,ARI,C,all,16,9.621875,12.71,1.17,1.08,4,2,26,8,2,5,1,2,7,1,3,11,7,0,0.39,0.77,0.0,1,1,0,18,1st pair
559,8481524,2023,Bowen  Byram,COL,D,all,39,20.32991453,49.55,2.86,2.84,1,5,124,12,6,1,16,32,43,8,21,61,5,3,1.45,0.46,0.95,4,2,0,69,1st pair
560,8475225,2023,Craig Smith,DAL,C,all,36,10.27222222,60.71,5.61,3.89,1,0,112,5,4,4,9,23,19,13,12,63,14,7,1.76,1.55,2.3,0,1,3,84,1st line
561,8476994,2023,Vinnie Hinostroza,PIT,C,all,14,9.75,22.67,1.54,1.44,1,1,35,3,1,1,2,4,8,7,0,22,9,0,0.41,1.13,0.0,0,1,0,31,1st line
562,8482149,2023,Cole Perfetti,WPG,C,all,39,14.38376068,83.68,10.58,6.66,12,2,145,26,12,12,3,6,7,12,8,68,26,18,1.72,2.94,5.91,1,2,9,112,3rd line
563,8480845,2023,Rasmus Kupari,WPG,C,all,15,9.026666667,18.15,1.29,1.23,1,0,30,1,0,3,2,4,8,3,3,20,4,1,0.44,0.55,0.3,0,0,0,25,1st line
564,8474567,2023,Zach Bogosian,MIN,D,all,27,15.76666667,30.45,1.1,1.67,1,2,75,4,1,1,7,14,45,4,9,42,2,0,0.84,0.26,0.0,1,0,0,44,3rd pair
565,8480007,2023,Jonas Rondbjerg,VGK,R,all,6,10.93888889,7.45,1.81,0.48,2,0,13,3,1,1,0,0,0,3,2,7,0,3,0.23,0.0,1.58,0,0,1,10,1st line
566,8474189,2023,Lars Eller,PIT,C,all,39,14.95299145,82.02,9.29,5.48,3,3,143,13,7,9,7,14,23,17,13,83,17,14,2.45,2.3,4.54,1,4,2,114,3rd line
567,8470613,2023,Brent Burns,CAR,D,all,40,21.53,109.11,5.46,5.8,3,12,275,23,8,14,6,12,11,10,22,141,5,6,2.49,0.59,2.38,2,2,4,152,3rd line
568,8476392,2023,Adam Lowry,WPG,C,all,39,15.92307692,62.92,10.46,4.56,6,4,104,18,8,9,14,40,68,11,12,46,27,14,1.67,3.58,5.21,1,4,3,87,3rd line
569,8480990,2023,Declan Chisholm,WPG,D,all,2,11.55,0.0,0.0,0.0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,1st pair
570,8479994,2023,Jaret Anderson-Dolan,LAK,C,all,10,10.30833333,6.21,0.5,0.44,2,0,16,2,0,1,1,2,6,1,4,6,2,0,0.26,0.25,0.0,0,0,0,8,1st line
571,8476539,2023,Jonathan Marchessault,VGK,R,all,40,17.47583333,128.08,13.99,9.08,6,5,235,28,17,13,10,20,38,21,22,117,44,12,3.11,5.31,5.57,5,6,6,173,1st pair
572,8478133,2023,Jake Evans,MTL,C,all,39,15.05299145,38.6,3.99,2.81,3,7,80,12,2,5,3,6,34,16,18,39,14,3,1.5,1.65,0.84,1,1,0,56,3rd line
573,8479982,2023,Conor Timmins,TOR,D,all,13,16.24487179,11.09,0.87,0.67,3,2,27,6,1,2,3,6,12,7,10,15,0,1,0.43,0.0,0.44,1,0,0,16,3rd line
574,8473533,2023,Jordan Staal,CAR,C,all,40,15.6325,65.43,7.25,4.77,4,3,112,12,5,7,12,24,57,12,14,58,27,6,2.31,3.4,1.54,1,4,0,91,3rd pair
575,8477511,2023,Anthony Mantha,WSH,R,all,34,13.67990196,59.58,6.48,4.48,4,3,96,18,11,9,2,4,18,12,9,52,23,6,1.69,2.8,2.0,3,6,2,81,3rd line
576,8482133,2023,Thomas Bordeleau,SJS,C,all,6,13.11666667,5.69,0.7,0.38,0,1,9,2,1,1,2,4,3,0,0,4,3,1,0.1,0.29,0.31,0,1,0,8,3rd line
577,8476479,2023,Phillip Danault,LAK,C,all,36,17.43055556,77.33,8.79,5.51,9,5,137,21,7,14,4,8,26,6,18,75,25,7,2.55,3.2,3.04,2,2,3,107,2nd line
578,8473994,2023,Jamie Benn,DAL,L,all,39,15.07051282,64.25,9.08,5.29,10,8,115,26,8,11,10,25,35,29,12,41,30,13,1.39,3.52,4.17,1,4,3,84,1st line
579,8482652,2023,Walker Duehr,CGY,R,all,17,7.894117647000001,13.81,1.02,1.03,2,1,22,4,1,3,1,2,23,1,3,13,4,1,0.39,0.43,0.21,0,1,0,18,3rd line
580,8477496,2023,Elias Lindholm,CGY,C,all,40,20.93208333,108.51,11.26,8.27,9,8,188,25,8,12,7,17,37,26,17,114,19,16,3.37,2.28,5.6,3,1,4,149,3rd line
581,8483490,2023,Pavel Mintyukov,ANA,D,all,39,18.22521368,54.82,5.17,3.46,8,8,115,18,2,10,7,16,48,8,15,60,10,6,1.61,1.33,2.24,2,0,0,76,2nd pair
582,8482667,2023,William Eklund,SJS,L,all,39,18.27991453,63.12,8.23,5.14,6,4,118,17,7,11,9,18,12,13,14,51,26,11,1.65,3.18,3.41,2,3,2,88,2nd line
583,8478420,2023,Mikko Rantanen,COL,R,all,41,23.09430894,148.94,16.81,11.06,16,14,280,51,21,8,8,18,24,21,23,147,52,13,5.18,5.98,5.64,10,4,7,212,3rd pair
584,8478038,2023,Devon Toews,COL,D,all,41,24.35203252,71.58,3.31,4.39,9,9,165,24,6,9,4,8,37,29,24,94,6,2,2.21,0.66,0.44,5,1,0,102,3rd line
585,8481600,2023,Tobias Bjornfot,VGK,D,all,2,14.41666667,0.0,0.0,0.0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,2nd line
586,8476905,2023,Chandler Stephenson,VGK,C,all,36,17.93472222,43.84,5.27,3.4,6,7,75,19,6,2,3,9,19,11,9,35,19,6,1.4,2.31,1.57,2,3,1,60,1st pair
587,8482117,2023,Lukas Reichel,CHI,L,all,39,14.64444444,53.68,5.33,3.89,2,3,94,8,3,7,5,10,14,20,22,56,10,6,1.84,1.17,2.31,1,1,1,72,3rd line
588,8480281,2023,Alexey Toropchenko,STL,R,all,38,12.05526316,47.26,7.12,3.32,2,2,84,10,6,4,11,22,48,8,6,34,18,12,1.1,2.26,3.76,2,2,2,64,3rd line
589,8474884,2023,Mike Hoffman,SJS,C,all,39,14.47307692,45.99,5.4,3.13,1,4,93,13,8,4,8,16,13,19,7,43,12,7,1.39,1.44,2.57,1,4,3,62,3rd line
590,8475177,2023,Calvin de Haan,TBL,D,all,36,16.1412037,39.02,1.05,2.02,2,1,104,4,1,3,5,10,43,8,19,56,0,0,1.05,0.0,0.0,1,0,0,56,3rd pair
591,8479370,2023,Tyson Jost,BUF,C,all,29,10.85172414,32.89,2.83,1.82,2,0,54,4,2,2,4,8,23,8,2,35,6,3,1.02,0.75,1.06,1,1,0,44,2nd line
592,8481024,2023,Linus Karlsson,VAN,C,all,4,10.14583333,4.54,0.76,0.4,0,0,8,0,0,2,0,0,3,1,0,4,1,1,0.11,0.1,0.55,0,0,0,6,3rd line
593,8482162,2023,Roby Jarventie,OTT,L,all,7,7.521428571,5.1,0.92,0.36,0,1,8,1,0,0,2,4,4,1,3,2,1,3,0.03,0.17,0.72,0,0,0,6,3rd line
594,8481186,2023,Logan O'Connor,COL,R,all,39,14.58119658,62.43,8.95,4.72,5,4,113,15,6,5,10,26,29,31,7,45,28,12,1.81,3.71,3.43,1,2,3,85,1st pair
595,8474149,2023,Evgenii Dadonov,DAL,R,all,37,13.60945946,64.25,6.97,4.77,2,6,112,17,9,7,3,6,16,14,10,64,14,9,2.13,1.61,3.22,3,2,4,87,3rd line
596,8478463,2023,Anthony Beauvillier,CHI,L,all,37,14.1018018,69.54,6.31,4.73,5,5,123,14,4,11,3,6,24,24,5,75,17,5,2.62,2.08,1.61,2,1,1,97,3rd pair
597,8477851,2023,Jordan Oesterle,CGY,D,all,14,14.26309524,12.46,0.82,0.79,2,0,34,2,0,1,1,2,9,0,2,17,1,0,0.62,0.2,0.0,0,0,0,18,2nd pair
598,8482092,2023,Ridly Greig,OTT,C,all,25,14.14266667,32.09,3.99,2.23,6,1,62,11,4,3,11,25,39,9,8,32,10,5,0.75,1.19,2.05,0,2,2,47,3rd pair
599,8482159,2023,Tyson Foerster,PHI,R,all,39,16.92222222,86.37,8.77,6.1,5,5,152,15,5,10,6,12,30,21,4,78,32,8,2.08,3.68,3.01,1,3,1,118,2nd pair
600,8482730,2023,Brandt Clarke,LAK,D,all,1,15.71666667,2.42,0.13,0.09,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0.13,0.0,0.0,0,0,0,3,1st pair
601,8478013,2023,Jake Walman,DET,D,all,37,19.81621622,66.22,2.85,3.63,1,7,149,17,9,7,12,22,16,9,19,87,5,2,1.75,0.6,0.5,8,1,0,94,1st line
602,8477464,2023,Nic Petan,MIN,C,all,5,11.37666667,9.56,1.19,0.76,1,1,17,2,0,1,1,2,3,2,0,9,1,2,0.34,0.16,0.69,0,0,0,12,1st pair
603,8480817,2023,K'Andre Miller,NYR,D,all,37,22.12972973,46.47,4.16,2.7,1,8,102,16,7,6,11,22,44,22,13,54,5,7,1.16,0.57,2.44,5,1,1,66,1st pair
604,8477949,2023,Alex Tuch,BUF,R,all,33,19.09646465,96.65,11.63,7.09,12,5,158,27,10,5,12,30,25,34,11,86,28,17,2.56,3.55,5.52,2,3,5,131,2nd line
605,8478432,2023,Christian Fischer,DET,R,all,37,10.62972973,37.96,3.86,2.78,3,3,60,8,2,6,9,24,43,7,10,36,11,4,0.92,1.32,1.62,0,0,2,51,3rd pair
606,8480796,2023,Martin Fehervary,WSH,D,all,32,18.821875,30.27,1.57,1.64,1,4,62,7,2,2,7,14,75,3,9,37,3,2,0.69,0.3,0.57,1,1,0,42,3rd pair
607,8476931,2023,Jake McCabe,TOR,D,all,31,20.07419355,37.42,1.48,1.88,4,6,85,11,1,4,10,23,63,8,19,47,4,0,1.12,0.35,0.0,1,0,0,51,2nd line
608,8478057,2023,Dakota Joshua,VAN,C,all,39,13.604273499999998,47.59,7.43,3.85,7,2,79,19,10,3,14,37,119,13,17,31,23,10,1.2,3.13,3.1,2,4,4,64,3rd pair
609,8475795,2023,Dylan McIlrath,WSH,D,all,1,6.3666666670000005,1.28,0.04,0.08,0,0,2,0,0,0,1,5,1,0,0,2,0,0,0.04,0.0,0.0,0,0,0,2,2nd line
610,8482259,2023,Bobby McMann,TOR,C,all,16,9.494791667000001,23.03,1.83,1.41,0,3,41,4,1,2,4,14,21,3,2,24,6,1,0.64,0.98,0.21,0,1,0,31,1st line
611,8481812,2023,Nikolai Knyzhov,SJS,D,all,10,17.64166667,6.18,0.17,0.36,0,1,19,1,0,2,3,6,9,3,2,9,0,0,0.17,0.0,0.0,0,0,0,9,3rd line
612,8476952,2023,Dominic Toninato,WPG,C,all,7,9.335714286,8.65,1.44,0.54,2,1,15,4,1,2,1,2,11,1,3,5,3,3,0.19,0.3,0.95,0,0,1,11,3rd line
613,8482122,2023,Brock Faber,MIN,D,all,39,24.77991453,61.27,3.73,3.97,8,9,149,19,2,5,6,12,27,8,20,82,3,3,2.16,0.32,1.26,2,0,0,88,3rd pair
614,8480069,2023,Cale Makar,COL,D,all,36,24.75324074,115.32,8.33,7.86,17,22,255,48,9,6,6,12,15,36,20,145,11,9,3.95,1.13,3.25,6,0,3,165,1st line
615,8477971,2023,Andreas Englund,LAK,D,all,36,13.19768519,20.86,0.87,1.02,2,4,56,7,1,5,12,48,77,1,11,27,2,0,0.58,0.29,0.0,0,1,0,29,1st line
616,8476874,2023,Olli Maatta,DET,D,all,32,14.89583333,18.29,0.67,0.9,3,4,48,8,1,1,2,4,23,3,10,23,2,0,0.48,0.18,0.0,1,0,0,25,2nd pair
617,8479425,2023,Filip Hronek,VAN,D,all,40,23.73083333,84.84,3.58,5.23,10,20,188,32,2,10,11,22,30,11,31,119,3,1,2.69,0.29,0.6,0,1,1,123,2nd line
618,8478403,2023,Jack Eichel,VGK,C,all,40,20.58541667,159.6,16.0,10.34,14,10,264,42,18,16,5,10,13,47,28,152,39,22,4.42,4.61,6.98,8,5,5,213,2nd line
619,8477839,2023,Conor Sheary,TBL,L,all,23,10.69347826,18.65,1.91,1.46,4,3,36,8,1,2,2,4,4,1,1,17,4,3,0.58,0.57,0.75,0,1,0,24,1st pair
620,8480995,2023,Pontus Holmberg,TOR,R,all,11,9.510606061,6.27,0.78,0.4,1,1,19,2,0,1,3,6,6,3,2,6,2,1,0.24,0.31,0.23,0,0,0,9,3rd line
621,8478427,2023,Sebastian Aho,CAR,C,all,37,19.51486486,104.19,12.46,7.28,20,11,186,46,15,9,7,16,12,18,22,98,33,16,3.11,3.93,5.42,3,6,6,147,3rd line
622,8481560,2023,Arthur Kaliyev,LAK,R,all,32,13.73020833,80.45,7.66,5.29,7,1,155,14,6,10,5,12,15,9,11,91,13,9,2.58,1.52,3.55,0,0,6,113,1st line
623,8476429,2023,Scott Mayfield,NYI,D,all,24,19.25,23.54,0.77,1.1,2,2,60,4,0,3,9,21,30,5,23,31,1,0,0.64,0.12,0.0,0,0,0,32,1st line
624,8482192,2023,Isaak Phillips,CHI,D,all,21,17.64285714,25.88,1.1,1.4,2,3,56,5,0,0,4,10,25,10,16,33,4,0,0.62,0.47,0.0,0,0,0,37,3rd line
625,8478444,2023,Brock Boeser,VAN,R,all,40,18.785,115.16,19.46,9.23,13,6,208,44,25,11,2,4,18,14,14,89,40,27,2.9,4.85,11.71,6,5,14,156,1st line
626,8479675,2023,Trevor Moore,LAK,L,all,36,17.47592593,124.98,12.85,9.0,4,5,203,26,17,7,5,12,19,15,12,123,30,15,3.68,4.1,5.07,8,6,3,168,3rd pair
627,8477500,2023,Bo Horvat,NYI,C,all,38,19.26666667,111.9,11.21,8.1,11,12,189,39,16,11,4,8,30,14,19,114,28,13,3.6,3.41,4.2,7,5,4,155,1st pair
628,8478366,2023,Frank Vatrano,ANA,R,all,39,18.26623932,124.22,12.55,7.44,4,6,223,28,18,9,24,51,67,19,13,125,28,16,3.51,3.13,5.91,5,5,8,169,2nd line
629,8478477,2023,Mitchell Stephens,MTL,C,all,16,9.01875,9.94,0.63,0.62,1,0,17,3,2,1,2,4,4,2,0,11,3,0,0.24,0.39,0.0,1,1,0,14,2nd line
630,8479977,2023,Kailer Yamamoto,SEA,R,all,39,12.22820513,45.27,6.39,3.83,3,2,76,12,7,1,5,10,14,20,4,31,21,8,1.06,2.75,2.59,2,3,2,60,1st pair
631,8482124,2023,Quinton Byfield,LAK,R,all,36,15.43518519,85.4,13.25,6.8,10,8,144,28,10,9,7,14,10,21,6,65,25,22,2.01,3.16,8.09,1,5,4,112,2nd line
632,8476474,2023,Stefan Noesen,CAR,R,all,39,12.09786325,63.13,8.18,5.24,9,4,97,23,10,3,10,20,44,10,8,61,19,9,2.12,2.59,3.47,3,4,3,89,3rd pair
633,8482858,2023,Ryker Evans,SEA,D,all,9,17.96851852,11.26,0.49,0.66,4,0,24,4,0,0,2,4,11,1,3,14,2,0,0.31,0.19,0.0,0,0,0,16,3rd line
634,8476454,2023,Ryan Nugent-Hopkins,EDM,C,all,36,19.96574074,88.02,10.55,6.46,14,12,162,37,11,11,11,22,16,24,14,71,31,15,2.45,3.68,4.43,3,4,4,117,2nd pair
635,8473986,2023,Alex Killorn,ANA,L,all,29,18.26149425,68.86,9.25,5.32,9,2,127,15,4,12,8,16,22,11,14,57,26,12,1.93,3.16,4.16,1,2,1,95,3rd line
636,8480252,2023,Cole Guttman,CHI,C,all,21,12.61428571,36.57,2.96,2.65,1,2,64,6,3,2,0,0,8,11,9,42,7,3,1.31,0.77,0.88,2,1,0,52,1st line
637,8475726,2023,Tyler Toffoli,NJD,R,all,38,17.38333333,117.73,15.44,8.05,8,4,211,28,16,8,3,6,25,14,18,108,32,20,3.61,3.86,7.96,5,4,7,160,1st pair
638,8479323,2023,Adam Fox,NYR,D,all,29,22.55689655,45.03,3.64,3.15,9,12,96,25,4,3,7,14,10,14,11,56,6,3,1.29,0.74,1.61,1,1,2,65,2nd line
639,8479619,2023,Michael Carcone,ARI,L,all,37,11.33198198,51.15,5.39,3.91,3,2,99,19,14,8,6,12,25,5,6,44,17,8,1.15,2.18,2.06,8,6,0,69,3rd line
640,8484304,2023,Uvis Balinskis,FLA,D,all,18,13.63148148,15.43,0.72,0.88,1,0,35,2,1,1,3,6,20,2,7,20,2,0,0.46,0.26,0.0,0,1,0,22,1st line
641,8478840,2023,Will Borgen,SEA,D,all,39,17.12393162,51.34,2.02,2.86,7,6,117,14,1,2,11,22,84,7,7,70,3,1,1.28,0.43,0.31,1,0,0,74,1st line
642,8480035,2023,Henri Jokiharju,BUF,D,all,34,17.35588235,35.96,1.49,1.93,2,5,81,9,2,2,2,4,34,5,15,48,2,1,1.0,0.2,0.28,2,0,0,51,3rd line
643,8480049,2023,Dylan Samberg,WPG,D,all,39,15.05726496,37.78,1.29,1.83,7,3,95,10,0,4,10,23,20,10,23,51,1,2,0.75,0.1,0.43,0,0,0,54,2nd line
644,8476881,2023,Tomas Hertl,SJS,C,all,39,20.91794872,100.99,12.25,8.35,10,5,180,28,13,14,6,12,28,25,12,95,24,16,3.16,3.04,6.05,2,2,9,135,2nd line
645,8476461,2023,Sean Couturier,PHI,C,all,38,19.90482456,101.22,10.57,8.04,8,9,179,27,10,12,8,16,8,32,19,93,32,13,2.5,4.25,3.81,3,4,3,138,2nd line
646,8476880,2023,Tom Wilson,WSH,R,all,38,18.42236842,109.65,14.52,8.57,3,5,186,19,11,10,24,60,111,27,31,86,47,13,2.45,5.77,6.3,4,3,4,146,3rd line
647,8477903,2023,Garnet Hathaway,PHI,R,all,40,10.74083333,39.15,4.36,3.05,1,0,67,5,4,4,16,46,94,4,7,32,18,4,1.16,2.14,1.06,0,3,1,54,1st line
648,8483808,2023,Andrei Kuzmenko,VAN,L,all,34,14.77647059,63.71,8.33,5.59,6,5,119,19,8,17,1,2,3,9,12,53,22,11,1.69,2.64,4.01,4,3,1,86,1st line
649,8476483,2023,Rickard Rakell,PIT,R,all,27,16.86481481,75.85,8.7,5.83,3,6,145,14,5,6,2,4,30,7,8,67,30,8,2.17,3.69,2.85,1,1,3,105,3rd pair
650,8480036,2023,Miro Heiskanen,DAL,D,all,37,25.05630631,83.02,4.07,5.38,8,15,212,27,4,13,4,10,25,21,21,109,8,1,2.86,0.8,0.41,1,2,1,118,2nd line
651,8474600,2023,Roman Josi,NSH,D,all,40,24.49041667,129.19,8.05,8.38,12,11,287,31,8,13,11,25,23,10,28,159,18,5,3.92,1.95,2.18,6,0,2,182,1st line
652,8477505,2023,Alex Wennberg,SEA,C,all,39,18.67606838,53.32,7.11,3.99,6,4,78,15,5,3,6,12,17,27,13,39,19,11,1.07,2.31,3.74,3,1,1,69,1st line
653,8478472,2023,Mathieu Joseph,OTT,R,all,25,16.61466667,48.77,4.52,3.25,8,5,79,19,6,6,7,17,19,17,9,47,16,4,1.5,2.02,1.0,0,5,1,67,2nd line
654,8474141,2023,Patrick Kane,DET,R,all,16,18.88020833,51.69,3.97,3.65,3,5,92,14,6,4,2,4,3,5,11,55,11,5,1.6,1.14,1.23,2,2,2,71,1st line
655,8475763,2023,Kevin Hayes,STL,R,all,38,15.00394737,71.59,8.06,5.25,2,8,129,19,9,10,4,8,13,24,13,71,19,9,2.09,2.48,3.48,2,3,4,99,1st line
656,8475764,2023,Cam Fowler,ANA,D,all,39,25.17094017,56.5,3.45,3.43,7,9,137,18,2,3,4,8,18,17,27,74,5,2,1.79,0.6,1.05,1,0,1,81,3rd pair
657,8474716,2023,Jared Spurgeon,MIN,D,all,16,23.32708333,20.39,1.22,1.31,1,4,54,5,0,2,1,2,12,3,1,26,2,1,0.72,0.19,0.3,0,0,0,29,1st pair
658,8481161,2023,Jake Christiansen,CBJ,D,all,3,15.93888889,0.76,0.03,0.03,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0.03,0.0,0.0,0,0,0,1,2nd line
659,8476981,2023,Josh Anderson,MTL,R,all,39,16.63675214,97.93,11.65,7.46,4,1,156,11,6,12,13,32,68,14,8,82,36,16,2.75,4.39,4.51,0,2,4,134,3rd line
660,8479390,2023,Taylor Raddysh,CHI,R,all,35,16.19285714,58.07,7.29,4.03,2,3,103,10,5,5,5,10,31,23,15,55,17,9,1.83,1.97,3.49,1,2,2,81,1st line
661,8480074,2023,Alexandre Texier,CBJ,C,all,39,14.46581197,54.05,6.48,3.75,4,3,107,13,6,6,9,18,13,10,5,44,22,7,1.59,2.52,2.36,1,3,2,73,3rd line
662,8475233,2023,David Savard,MTL,D,all,17,21.0254902,20.05,1.74,1.19,3,2,41,8,3,3,5,10,14,1,14,27,1,1,0.65,0.19,0.91,2,0,1,29,1st line
663,8484254,2023,Akito Hirose,VAN,D,all,3,12.10555556,0.0,0.0,0.0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1st line
664,8478017,2023,Mark Friedman,VAN,D,all,18,12.38981481,18.11,0.56,1.0,0,1,36,1,0,0,3,9,21,2,2,25,1,0,0.45,0.11,0.0,0,0,0,26,3rd line
665,8478956,2023,Samuel Laberge,NJD,L,all,2,3.0916666669999997,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3rd pair
666,8477476,2023,Artturi Lehkonen,COL,L,all,12,18.49861111,31.58,6.18,2.83,2,3,50,8,3,3,1,2,13,4,4,19,15,8,0.66,1.92,3.6,0,2,1,42,1st line
667,8481609,2023,Vladislav Kolyachonok,ARI,D,all,1,6.15,0.61,0.02,0.05,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0.02,0.0,0.0,0,0,0,1,2nd line
668,8476921,2023,Jordan Martinook,CAR,L,all,40,14.87416667,86.04,7.33,5.84,5,3,162,10,2,7,6,12,25,23,8,95,22,7,2.53,2.55,2.25,0,0,2,124,3rd line
