,playerId,season,name,team,position,situation,games_played,minutes/game,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,penalties,I_F_penalityMinutes,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_unblockedShotAttempts,Line_or_Pair
669,8477930,2023,Pierre-Edouard Bellemare,SEA,L,all,29,9.562643677999999,26.32,2.31,1.62,0,1,52,5,4,2,3,6,10,14,4,26,11,1,0.8,1.25,0.26,1,2,1,38,1st line
670,8476374,2023,Sean Kuraly,CBJ,C,all,35,13.47761905,48.83,4.33,3.15,4,1,91,11,6,4,14,28,74,11,10,51,11,5,1.46,1.64,1.24,2,2,2,67,1st line
671,8474602,2023,Justin Schultz,SEA,D,all,31,15.97903226,50.02,2.09,3.04,5,2,121,10,3,6,9,18,9,6,8,69,2,1,1.44,0.27,0.39,3,0,0,72,3rd line
672,8474673,2023,TJ Brodie,TOR,D,all,36,21.74398148,18.63,1.16,0.94,4,3,47,7,0,2,10,20,19,7,26,25,0,1,0.51,0.0,0.65,0,0,0,26,3rd line
673,8480844,2023,Grigori Denisenko,VGK,L,all,2,11.25833333,2.35,0.41,0.23,0,0,3,0,0,1,1,2,1,0,0,0,3,0,0.0,0.41,0.0,0,0,0,3,3rd line
674,8482105,2023,Jake Sanderson,OTT,D,all,35,23.42333333,63.97,2.32,4.43,5,10,140,20,5,4,4,11,21,12,28,92,2,0,2.1,0.22,0.0,5,0,0,94,2nd pair
675,8478046,2023,Danton Heinen,BOS,L,all,31,14.08870968,57.9,7.16,3.98,7,2,93,14,5,7,7,14,18,17,8,52,16,10,1.67,2.09,3.4,2,1,2,78,2nd pair
676,8477426,2023,Nicholas Paul,TBL,L,all,41,17.91626016,88.02,11.39,7.48,7,4,149,22,11,12,6,15,36,19,19,72,25,19,2.07,3.0,6.32,3,2,6,116,3rd pair
677,8480355,2023,Mark Kastelic,OTT,C,all,21,7.1166666670000005,16.73,1.63,1.14,0,1,26,2,1,5,11,31,25,3,5,16,7,1,0.55,0.84,0.24,0,1,0,24,1st line
678,8475913,2023,Mark Stone,VGK,R,all,40,19.37416667,86.21,12.37,6.61,14,13,145,39,12,8,9,18,19,44,20,65,30,18,1.76,3.69,6.92,1,6,5,113,1st line
679,8477482,2023,Zach Sanford,CHI,L,all,12,9.622222222000001,9.96,1.45,0.77,3,0,16,3,0,1,2,4,5,4,3,8,2,3,0.35,0.35,0.74,0,0,0,13,2nd pair
680,8475149,2023,Marcus Johansson,MIN,L,all,39,16.45512821,69.29,8.38,5.13,8,8,136,21,5,6,4,8,22,13,18,67,20,8,2.19,2.43,3.76,2,2,1,95,3rd line
681,8477498,2023,Darnell Nurse,EDM,D,all,36,22.59583333,80.7,5.6,4.58,6,3,176,14,5,9,12,24,63,7,29,98,12,4,2.24,1.57,1.8,3,1,1,114,3rd line
682,8475208,2023,Brian Dumoulin,SEA,D,all,38,16.04824561,32.51,1.23,1.9,2,2,80,6,2,3,7,14,29,2,15,44,3,0,0.94,0.3,0.0,1,1,0,47,3rd line
683,8476393,2023,Nick Cousins,FLA,C,all,37,12.72387387,57.38,5.02,3.55,1,2,101,5,2,3,10,20,45,19,13,58,18,3,1.69,2.4,0.93,1,1,0,79,3rd line
684,8480336,2023,Sean Walker,PHI,D,all,40,20.3675,68.69,2.81,4.01,6,3,149,13,4,10,11,22,46,18,16,90,6,0,2.13,0.68,0.0,4,0,0,96,3rd pair
685,8476934,2023,Brock McGinn,ANA,L,all,19,11.40614035,20.14,2.18,1.43,0,1,33,2,1,1,2,4,21,3,2,20,2,5,0.61,0.24,1.33,0,0,1,27,1st line
686,8477454,2023,Adam Erne,EDM,L,all,19,8.055263157999999,12.0,1.16,0.95,1,0,24,2,1,0,3,9,47,3,3,10,6,0,0.36,0.8,0.0,0,1,0,16,3rd line
687,8480208,2023,Drake Batherson,OTT,R,all,35,18.0152381,95.57,11.58,7.22,14,2,164,30,14,7,9,18,40,15,16,84,27,15,2.78,3.37,5.43,2,7,5,126,1st pair
688,8482740,2023,Wyatt Johnston,DAL,C,all,39,16.67478632,96.14,11.43,7.1,10,3,171,23,10,7,11,22,23,15,19,80,36,14,2.86,4.31,4.26,4,3,3,130,1st pair
689,8479376,2023,Victor Mete,PHI,D,all,1,10.86666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2nd line
690,8477993,2023,Justin Kirkland,ARI,C,all,1,7.3833333329999995,0.85,0.2,0.09,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0.0,0.2,0.0,0,0,0,1,3rd line
691,8476979,2023,Erik Gustafsson,NYR,D,all,39,17.61923077,62.2,3.01,3.52,9,8,132,20,3,2,8,19,27,16,20,81,4,2,1.71,0.52,0.78,2,0,1,87,3rd pair
692,8475235,2023,Nicolas Deslauriers,PHI,L,all,39,8.835470085,42.0,3.58,2.51,1,2,71,3,0,0,13,41,98,11,5,41,10,4,0.91,1.35,1.32,0,0,0,55,1st pair
693,8473422,2023,Nick Foligno,CHI,L,all,39,17.52948718,69.23,9.69,5.14,5,4,117,17,8,5,15,39,84,29,13,57,22,13,1.52,2.93,5.23,0,2,6,92,3rd line
694,8476906,2023,Shayne Gostisbehere,DET,D,all,39,19.31538462,66.22,4.98,4.44,10,11,152,28,7,5,5,10,9,8,17,81,11,4,1.78,1.21,1.98,1,4,2,96,3rd line
695,8477495,2023,Seth Jones,CHI,D,all,27,25.41666667,57.13,2.48,3.4,6,5,142,11,0,8,7,14,25,12,30,77,2,1,2.03,0.21,0.24,0,0,0,80,1st line
696,8476915,2023,Jujhar Khaira,MIN,L,all,1,8.083333332999999,0.86,0.01,0.01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.01,0.0,0.0,0,0,0,1,3rd line
697,8476919,2023,Chris Tierney,NJD,C,all,18,8.062962963,6.38,0.73,0.39,2,1,11,3,0,2,1,2,5,3,3,5,2,1,0.21,0.19,0.34,0,0,0,8,2nd pair
698,8477330,2023,Dominik Kubalik,OTT,L,all,35,14.28952381,61.93,5.73,4.45,3,0,104,11,8,5,5,13,19,9,13,59,20,5,1.64,2.6,1.49,3,4,1,84,2nd pair
699,8475218,2023,Mattias Ekholm,EDM,D,all,35,20.81142857,82.62,4.39,4.45,6,5,164,15,4,5,10,23,60,18,32,102,10,2,2.35,1.22,0.82,1,2,1,114,3rd line
700,8483401,2023,Marc Johnstone,PIT,R,all,1,7.316666667000001,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3rd line
701,8478424,2023,Jansen Harkins,PIT,C,all,24,8.497222222000001,21.67,1.88,1.39,3,0,37,3,0,2,5,10,35,5,5,21,4,3,0.57,0.54,0.77,0,0,0,28,2nd line
702,8475768,2023,Jaden Schwartz,SEA,C,all,23,17.25942029,53.69,7.54,4.0,5,2,90,15,8,7,4,8,17,14,6,51,15,7,1.52,2.21,3.81,2,2,4,73,3rd pair
703,8475848,2023,Brendan Gallagher,MTL,R,all,39,14.26410256,92.7,11.94,7.11,4,3,171,13,6,17,12,26,24,10,11,74,34,18,2.43,4.29,5.22,0,2,4,126,1st line
704,8480434,2023,Sean Durzi,ARI,D,all,32,22.2921875,58.64,3.63,3.76,6,9,137,21,6,4,10,23,10,7,30,80,1,3,2.03,0.09,1.51,2,1,3,84,2nd line
705,8473512,2023,Claude Giroux,OTT,R,all,35,20.12857143,82.27,8.51,5.27,13,8,156,31,10,11,8,16,16,21,18,82,18,11,2.31,2.32,3.88,3,4,3,111,2nd line
706,8478550,2023,Artemi Panarin,NYR,L,all,39,20.01709402,158.74,13.94,10.92,16,15,315,57,26,11,6,12,2,12,33,175,32,13,5.45,3.77,4.72,11,8,7,220,2nd line
707,8481517,2023,Brett Leason,ANA,R,all,33,12.91919192,44.75,4.07,2.64,4,1,81,11,6,6,5,10,37,6,7,46,11,4,1.27,1.53,1.27,3,2,1,61,1st line
708,8484259,2023,Ondrej Pavel,COL,C,all,1,6.983333332999999,1.64,0.22,0.13,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0.03,0.2,0.0,0,0,0,2,1st line
709,8475718,2023,Justin Holl,DET,D,all,27,15.288271599999998,11.36,0.43,0.6,2,3,29,5,0,0,10,20,26,4,17,15,1,0,0.34,0.09,0.0,0,0,0,16,3rd line
710,8477021,2023,Alex Kerfoot,ARI,C,all,38,17.49385965,59.64,9.5,4.75,12,7,94,24,5,6,6,12,21,19,12,44,22,15,1.18,2.99,5.33,0,0,5,81,1st line
711,8479536,2023,Axel Jonsson-Fjallby,WPG,L,all,21,8.412698413,25.12,1.76,1.52,3,0,47,5,2,1,0,0,24,3,3,29,5,1,0.86,0.61,0.28,2,0,0,35,2nd line
712,8477034,2023,Jaycob Megna,CHI,D,all,3,15.75555556,0.81,0.21,0.07,0,1,5,1,0,1,2,4,2,0,3,0,0,1,0.0,0.0,0.21,0,0,0,1,1st line
713,8479525,2023,Ross Colton,COL,C,all,39,13.25641026,80.4,11.17,6.37,6,3,148,17,8,10,11,29,55,17,12,62,33,16,2.01,4.06,5.11,1,3,4,111,2nd pair
714,8479328,2023,Julien Gauthier,NYI,R,all,20,10.09416667,23.69,2.37,1.49,2,2,45,9,5,5,2,4,41,3,3,17,12,2,0.37,1.44,0.56,2,3,0,31,3rd line
715,8480043,2023,Timothy Liljegren,TOR,D,all,20,19.43083333,22.36,1.27,1.15,2,4,50,7,1,2,1,2,25,2,12,27,3,1,0.53,0.38,0.35,1,0,0,31,1st line
716,8478021,2023,William Lagesson,TOR,D,all,21,15.02698413,8.52,0.35,0.47,0,3,29,3,0,1,8,19,33,3,19,11,1,0,0.25,0.1,0.0,0,0,0,12,1st line
717,8482745,2023,Mason McTavish,ANA,C,all,32,17.0125,83.98,10.72,6.46,9,6,152,26,11,9,18,38,16,11,12,60,36,15,1.85,4.43,4.44,2,5,4,111,3rd pair
718,8475171,2023,Oliver Ekman-Larsson,FLA,D,all,39,19.57179487,66.63,4.26,4.19,6,6,164,20,8,5,5,10,28,8,19,88,3,5,2.04,0.34,1.88,5,1,2,96,1st line
719,8478047,2023,Michael Bunting,CAR,L,all,39,14.76196581,73.59,10.23,5.52,13,4,144,26,9,11,11,27,11,12,21,64,22,13,1.74,2.62,5.87,0,4,5,99,3rd line
720,8479371,2023,Dante Fabbro,NSH,D,all,31,17.35752688,35.37,1.35,1.7,4,3,70,9,2,7,8,16,23,6,27,47,3,0,1.04,0.31,0.0,2,0,0,50,3rd pair
721,8483491,2023,Ivan Miroshnichenko,WSH,L,all,4,10.375,7.56,0.64,0.48,0,0,10,0,0,2,1,2,6,0,2,6,4,0,0.12,0.51,0.0,0,0,0,10,1st pair
722,8478462,2023,Nicolas Roy,VGK,C,all,31,14.78387097,54.07,8.37,4.35,5,3,91,15,7,5,7,17,17,22,12,38,17,16,1.24,2.15,4.99,3,3,1,71,2nd line
723,8470604,2023,Jeff Carter,PIT,C,all,33,11.37525253,42.03,4.61,3.19,0,2,75,7,5,4,5,10,26,7,10,35,14,7,0.68,1.76,2.17,0,2,3,56,1st line
724,8476468,2023,J.T. Miller,VAN,C,all,40,19.77833333,96.52,14.07,7.88,26,9,167,54,19,13,12,24,83,21,21,86,22,24,3.04,2.91,8.11,8,3,8,132,1st line
725,8477938,2023,Haydn Fleury,TBL,D,all,12,15.42222222,11.08,0.49,0.61,2,1,31,4,1,1,2,4,10,0,7,14,2,0,0.2,0.29,0.0,1,0,0,16,1st pair
726,8479383,2023,Boris Katchouk,CHI,L,all,21,12.33333333,26.52,2.63,1.57,1,2,43,6,3,3,4,8,20,11,8,27,5,4,0.84,0.54,1.25,1,0,2,36,1st line
727,8480015,2023,Owen Tippett,PHI,R,all,40,15.64083333,153.02,12.36,10.36,7,3,272,23,13,12,1,2,63,16,12,166,31,12,4.75,4.0,3.62,3,6,4,209,1st line
728,8482077,2023,Dylan Holloway,EDM,L,all,14,11.38809524,26.96,2.66,1.99,0,0,44,1,1,4,5,13,26,7,5,23,10,2,0.82,1.26,0.58,0,1,0,35,1st line
729,8482070,2023,Mitchell Chaffee,TBL,R,all,1,6.933333332999999,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3rd pair
730,8478136,2023,Jake Middleton,MIN,D,all,39,20.39102564,39.48,2.57,2.34,5,3,99,13,5,5,15,39,62,14,10,48,5,3,1.03,0.76,0.78,4,1,0,56,3rd line
731,8477018,2023,Ben Hutton,VGK,D,all,31,16.10967742,40.64,1.95,2.34,4,4,94,9,1,5,7,17,9,10,11,51,5,2,1.02,0.44,0.49,0,1,0,58,2nd line
732,8478451,2023,Ethan Bear,WSH,D,all,5,17.67333333,6.17,0.28,0.38,0,1,15,1,0,0,2,4,2,0,3,8,1,0,0.17,0.11,0.0,0,0,0,9,3rd line
733,8482113,2023,Anton Lundell,FLA,C,all,35,15.51333333,71.6,8.74,5.21,6,4,129,12,2,8,7,14,13,15,12,60,24,11,1.91,3.16,3.67,0,0,2,95,2nd pair
734,8477504,2023,Josh Morrissey,WPG,D,all,39,24.29273504,105.52,5.52,6.71,14,10,235,30,6,7,14,28,26,19,29,135,13,2,3.13,1.62,0.77,2,2,2,150,1st line
735,8479576,2023,Vincent Desharnais,EDM,D,all,34,14.46813725,14.6,0.34,0.75,0,4,40,5,1,2,9,27,44,6,19,22,0,0,0.34,0.0,0.0,1,0,0,22,1st line
736,8473473,2023,Milan Lucic,BOS,L,all,4,11.97083333,1.38,0.05,0.07,2,0,4,2,0,0,1,2,8,0,3,2,0,0,0.05,0.0,0.0,0,0,0,2,1st line
737,8475786,2023,Zach Hyman,EDM,L,all,35,19.56285714,141.43,22.18,13.19,6,9,219,40,25,19,16,32,28,13,9,89,57,35,3.06,7.19,11.93,5,12,8,181,3rd line
738,8474090,2023,Brendan Smith,NJD,D,all,31,14.55,32.63,1.39,1.88,2,2,65,5,1,1,18,45,45,12,12,44,2,1,0.89,0.18,0.33,0,0,1,47,1st pair
739,8477365,2023,Connor Clifton,BUF,D,all,37,16.10585586,32.23,1.59,1.81,5,6,67,11,0,3,12,36,81,13,13,40,4,1,0.86,0.52,0.21,0,0,0,45,1st line
740,8480821,2023,Filip Zadina,SJS,R,all,35,13.19428571,61.73,5.45,4.19,3,3,115,10,4,8,4,8,11,15,10,65,17,5,1.97,1.94,1.53,2,2,0,87,1st line
741,8484166,2023,Adam Fantilli,CBJ,C,all,41,15.83089431,109.77,9.9,7.86,8,5,216,24,11,19,8,16,33,13,11,113,26,10,3.96,3.14,2.81,6,4,1,149,1st line
742,8481534,2023,Raphael Lavoie,EDM,C,all,7,7.285714286,4.41,0.37,0.31,0,0,9,0,0,1,1,2,11,1,0,5,1,0,0.2,0.17,0.0,0,0,0,6,3rd line
743,8480073,2023,Erik Brannstrom,OTT,D,all,30,15.71944444,28.38,1.44,1.61,4,4,66,10,2,2,7,12,8,12,22,36,2,2,0.69,0.2,0.55,1,1,0,40,1st line
744,8478891,2023,Mason Appleton,WPG,C,all,39,16.28547009,58.5,5.36,3.73,8,6,101,20,6,8,7,16,36,15,8,66,13,4,2.08,1.86,1.42,2,3,1,83,3rd line
745,8482078,2023,Lucas Raymond,DET,L,all,40,17.64291667,76.77,8.5,5.69,10,11,146,32,11,8,7,14,27,16,15,69,30,7,2.53,3.68,2.29,7,2,2,106,1st pair
746,8475752,2023,Tyler Pitlick,NYR,C,all,28,10.07619048,28.06,2.73,1.95,2,0,53,3,1,2,2,4,52,5,3,26,10,2,0.96,1.22,0.56,0,1,0,38,3rd line
747,8477934,2023,Leon Draisaitl,EDM,C,all,36,21.10972222,115.45,13.82,8.39,15,9,200,42,18,11,14,28,15,41,41,105,39,13,3.82,4.54,5.46,8,3,7,157,2nd pair
748,8483505,2023,Matthew Poitras,BOS,C,all,29,13.94655172,33.52,4.02,2.51,4,6,72,15,5,4,3,6,11,19,13,27,13,5,0.84,1.7,1.49,0,3,2,45,2nd line
749,8478881,2023,Brett Seney,CHI,L,all,4,10.34583333,1.34,0.06,0.08,0,0,3,0,0,0,3,6,7,0,5,2,0,0,0.06,0.0,0.0,0,0,0,2,1st line
750,8478460,2023,Zach Werenski,CBJ,D,all,34,24.06813725,89.23,5.87,5.48,9,15,210,25,1,7,5,10,7,13,10,109,11,5,2.79,1.14,1.94,0,0,1,125,1st pair
751,8476878,2023,Zemgus Girgensons,BUF,L,all,23,12.21666667,29.57,4.09,2.18,0,0,48,3,3,4,3,9,37,4,0,21,12,7,0.75,1.53,1.82,2,0,1,40,2nd line
752,8479415,2023,Michael McLeod,NJD,C,all,38,14.62763158,66.32,8.81,4.5,3,5,108,18,10,7,3,6,70,16,12,52,20,13,1.67,3.16,3.98,1,4,5,85,1st line
753,8477409,2023,Carter Verhaeghe,FLA,C,all,39,17.62692308,135.55,18.6,9.76,11,6,274,39,22,7,7,14,23,16,19,131,25,28,4.47,3.08,11.04,9,5,8,184,3rd pair
754,8477499,2023,Rasmus Ristolainen,PHI,D,all,20,17.44333333,32.9,1.36,1.83,0,2,64,3,1,3,2,4,36,4,8,43,2,0,1.1,0.26,0.0,1,0,0,45,1st line
755,8471686,2023,Marc Staal,PHI,D,all,16,13.28229167,9.53,0.77,0.59,1,0,23,2,1,1,5,10,15,1,4,10,2,1,0.24,0.23,0.3,0,1,0,13,2nd line
756,8483482,2023,Tristan Luneau,ANA,D,all,7,17.87142857,10.59,0.48,0.55,0,2,19,3,1,1,1,4,5,0,3,14,1,0,0.32,0.16,0.0,0,1,0,15,3rd line
757,8477935,2023,Sam Bennett,FLA,C,all,27,16.46049383,68.17,10.94,4.97,4,3,126,14,7,8,13,29,39,16,10,56,20,14,1.65,2.76,6.53,2,1,4,90,3rd line
758,8482684,2023,Luke Hughes,NJD,D,all,38,20.09385965,62.86,3.83,4.23,6,10,177,23,7,7,6,12,10,17,31,83,3,4,2.13,0.26,1.44,5,0,2,90,3rd pair
759,8479346,2023,Dillon Dube,CGY,C,all,39,11.31709402,41.67,4.8,2.98,1,3,72,7,3,3,4,8,25,5,10,38,10,7,1.19,1.41,2.2,1,0,2,55,3rd pair
760,8480727,2023,Zach Whitecloud,VGK,D,all,25,18.68666667,24.52,0.96,1.45,1,2,66,5,2,4,8,16,40,8,7,33,2,0,0.79,0.17,0.0,2,0,0,35,3rd line
761,8477810,2023,Joel Hanley,DAL,D,all,16,12.61041667,8.01,0.42,0.56,2,0,25,2,0,1,2,4,15,1,3,11,1,0,0.22,0.19,0.0,0,0,0,12,2nd pair
762,8477946,2023,Dylan Larkin,DET,C,all,34,19.9,119.53,15.3,8.98,15,4,226,33,14,11,10,23,14,21,15,116,27,20,3.56,3.44,8.31,6,2,6,163,2nd line
763,8476292,2023,Ondrej Palat,NJD,L,all,35,15.72095238,61.31,7.36,4.5,6,3,104,14,5,13,5,13,38,10,14,52,21,11,1.69,2.76,2.91,1,4,0,84,2nd pair
764,8476323,2023,Max McCormick,SEA,L,all,1,5.6333333329999995,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1st line
765,8477979,2023,Nicolas Aube-Kubel,WSH,R,all,26,13.33717949,35.19,3.35,2.2,5,2,66,11,4,3,8,19,43,21,10,37,8,3,1.33,1.06,0.96,4,0,0,48,1st pair
766,8480441,2023,Trey Fix-Wolansky,CBJ,R,all,1,12.53333333,2.27,0.06,0.09,0,0,5,0,0,1,0,0,1,0,0,3,0,0,0.06,0.0,0.0,0,0,0,3,3rd line
767,8482713,2023,Mackie Samoskevich,FLA,R,all,3,12.56666667,5.96,0.49,0.41,0,0,10,0,0,1,0,0,1,1,3,7,0,1,0.16,0.0,0.33,0,0,0,8,3rd line
768,8479393,2023,Noah Gregor,TOR,C,all,37,11.41981982,64.66,6.44,4.11,1,1,114,7,5,2,5,13,63,9,7,64,17,6,1.97,2.23,2.24,2,2,1,87,1st pair
769,8480172,2023,Jan Rutta,SJS,D,all,34,19.06078431,33.22,1.12,1.65,2,4,101,6,0,6,5,10,23,5,7,44,3,0,0.73,0.39,0.0,0,0,0,47,3rd line
770,8477960,2023,Adrian Kempe,LAK,R,all,36,18.58055556,126.47,13.78,8.38,12,9,241,36,15,10,15,34,41,13,9,116,37,17,3.24,4.58,5.97,5,2,8,170,3rd line
771,8480836,2023,Jonathan Gruden,PIT,C,all,4,7.345833333,1.23,0.26,0.09,0,0,3,0,0,0,0,0,12,1,1,1,0,1,0.06,0.0,0.2,0,0,0,2,1st pair
772,8475231,2023,Casey Cizikas,NYI,C,all,38,13.75614035,41.83,5.65,3.02,5,1,70,11,5,8,7,14,69,10,9,31,16,8,0.94,2.19,2.52,0,2,3,55,3rd line
773,8477987,2023,Ryan Donato,CHI,C,all,38,14.7127193,66.62,6.53,5.21,4,3,114,13,6,8,4,8,40,32,16,62,20,7,2.02,2.44,2.07,2,1,3,89,2nd pair
774,8476456,2023,Jonathan Huberdeau,CGY,C,all,40,17.21375,69.75,9.13,5.45,9,5,131,20,6,8,4,8,24,24,34,63,20,13,2.08,2.61,4.44,2,3,1,96,
775,8483495,2023,Simon Nemec,NJD,D,all,17,20.82941176,25.31,1.84,1.4,4,1,65,7,2,5,1,2,4,4,5,29,3,3,0.68,0.31,0.85,1,1,0,35,
776,8479337,2023,Alex DeBrincat,DET,R,all,40,18.26916667,131.89,14.32,8.86,13,8,242,38,17,16,8,19,17,18,17,125,36,18,3.93,4.0,6.38,6,6,5,179,
777,8483565,2023,Nick Blankenburg,CBJ,D,all,6,17.875,4.49,0.11,0.19,0,0,12,0,0,1,0,0,11,4,2,6,0,0,0.11,0.0,0.0,0,0,0,6,
778,8479520,2023,Brandon Duhaime,MIN,R,all,39,10.10982906,45.36,3.68,2.85,1,0,79,5,4,3,9,33,70,12,12,47,11,4,1.3,1.23,1.15,2,1,1,62,
779,8477953,2023,Kasperi Kapanen,STL,R,all,38,15.22719298,67.67,6.85,4.07,5,3,109,12,4,2,3,6,24,15,10,68,15,7,1.84,2.08,2.92,0,1,3,90,
780,8478421,2023,A.J. Greer,CGY,L,all,39,8.758547008999999,42.21,5.52,2.86,2,2,75,10,6,4,10,29,65,13,10,39,13,6,1.35,1.53,2.63,2,0,4,58,
781,8478454,2023,Noah Juulsen,VAN,D,all,28,14.34107143,18.08,0.58,0.95,1,1,48,2,0,1,7,12,66,4,9,25,2,0,0.38,0.2,0.0,0,0,0,27,
782,8479458,2023,Nikita Zaitsev,CHI,D,all,22,16.18560606,19.33,0.59,1.06,3,2,47,7,2,2,4,8,33,8,12,27,1,0,0.5,0.09,0.0,1,1,0,28,
783,8475184,2023,Chris Kreider,NYR,L,all,39,18.43547009,124.42,18.21,10.48,8,7,189,35,20,13,6,12,31,6,17,92,47,28,2.96,6.08,9.17,3,7,10,167,
784,8477951,2023,Nick Schmaltz,ARI,C,all,38,19.80350877,85.66,10.37,6.24,7,6,151,25,12,10,2,4,1,34,28,81,24,12,2.57,2.84,4.96,4,6,2,117,
785,8481703,2023,Valtteri Puustinen,PIT,R,all,14,11.75714286,21.58,1.67,1.58,3,3,37,7,1,2,2,4,7,5,5,26,2,2,0.74,0.27,0.66,1,0,0,30,
786,8483524,2023,Shane Wright,SEA,C,all,3,9.794444444,0.75,0.09,0.04,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0.0,0.09,0.0,0,0,0,1,
787,8481059,2023,Scott Perunovich,STL,D,all,23,14.03043478,22.65,0.86,1.21,3,4,41,7,0,1,2,4,7,8,5,30,1,0,0.69,0.17,0.0,0,0,0,31,
788,8471699,2023,Andrew Cogliano,COL,C,all,35,10.93571429,25.48,2.1,1.67,6,1,43,10,3,2,4,8,9,10,5,26,6,3,0.61,0.6,0.9,1,1,1,35,
789,8479398,2023,Samuel Girard,COL,D,all,20,19.96,27.39,1.92,1.52,4,1,66,6,1,4,1,2,25,10,11,35,2,2,0.79,0.28,0.85,0,1,0,39,
790,8480003,2023,Jesper Boqvist,BOS,C,all,4,7.420833332999999,0.66,0.04,0.05,0,0,4,0,0,0,2,4,1,0,0,1,0,0,0.04,0.0,0.0,0,0,0,1,
791,8482061,2023,Brandon Biro,BUF,L,all,5,10.84333333,2.65,1.2,0.15,0,0,4,2,2,0,0,0,0,0,2,1,0,2,0.01,0.0,1.19,0,0,2,3,
792,8480011,2023,Klim Kostin,DET,C,all,23,8.673913042999999,21.2,1.97,1.49,1,0,36,3,2,2,8,19,38,1,6,21,6,2,0.6,0.91,0.47,0,1,1,29,
793,8476913,2023,Devin Shore,SEA,C,all,18,7.99537037,16.01,1.19,1.07,2,1,34,4,1,0,1,4,16,5,1,19,4,0,0.65,0.54,0.0,0,1,0,23,
794,8481014,2023,Alexander Romanov,NYI,D,all,39,22.78589744,66.52,1.89,3.19,3,3,149,9,3,6,6,12,53,10,28,91,4,0,1.48,0.4,0.0,3,0,0,95,
795,8482929,2023,Emil Martinsen Lilleberg,TBL,D,all,1,11.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,
796,8477932,2023,Aaron Ekblad,FLA,D,all,22,21.12954545,51.73,4.65,2.9,1,7,99,9,1,2,8,16,26,5,14,64,3,5,1.47,0.41,2.77,1,0,0,72,
797,8480865,2023,Noah Dobson,NYI,D,all,39,25.87521368,91.39,3.58,5.05,18,14,223,38,6,8,8,16,30,18,32,124,4,1,2.73,0.44,0.41,4,1,1,129,
798,8477015,2023,Connor Brown,EDM,R,all,29,14.1591954,48.16,5.37,3.35,1,2,85,3,0,5,2,4,11,16,12,41,15,8,1.39,1.76,2.22,0,0,0,64,
799,8478445,2023,Mathew Barzal,NYI,C,all,38,19.24605263,111.12,10.67,7.55,20,9,196,40,11,11,10,20,14,44,46,121,22,12,3.98,2.97,3.72,4,5,2,155,
800,8478911,2023,Matt Roy,LAK,D,all,36,20.56388889,71.0,3.51,3.8,6,3,151,10,1,8,6,12,58,4,30,91,7,3,1.76,0.95,0.81,0,0,1,101,
801,8475164,2023,Jakob Silfverberg,ANA,R,all,38,11.85350877,58.48,4.41,3.24,3,3,93,7,1,2,5,10,7,10,9,63,9,5,1.59,1.2,1.62,0,0,1,77,
802,8474013,2023,Ian Cole,VAN,D,all,40,19.38666667,35.75,1.0,1.78,1,5,88,7,1,1,15,36,40,8,25,50,1,0,0.91,0.09,0.0,1,0,0,51,
803,8480834,2023,Ty Emberson,SJS,D,all,20,18.63333333,23.01,0.68,1.33,1,5,52,7,1,1,1,2,41,6,4,33,1,0,0.53,0.14,0.0,1,0,0,34,
804,8477416,2023,Oliver Bjorkstrand,SEA,R,all,39,16.62692308,115.11,8.4,7.59,9,9,228,29,11,14,1,2,28,31,16,131,23,7,3.57,2.61,2.21,6,2,3,161,
805,8481580,2023,Connor McMichael,WSH,C,all,36,15.18703704,71.87,10.45,5.38,6,1,116,14,7,8,9,18,9,16,10,53,27,15,1.87,3.27,5.31,2,2,3,95,
806,8478856,2023,Conor Garland,VAN,R,all,40,13.54458333,88.16,7.36,6.1,11,2,161,18,5,10,4,8,13,22,2,93,20,6,3.04,2.66,1.65,2,2,1,119,
807,8478502,2023,Dennis Gilbert,CGY,D,all,28,13.12261905,24.43,0.77,1.25,0,6,49,7,1,2,5,16,44,3,8,34,1,0,0.69,0.08,0.0,1,0,0,35,
